index,good/bad/unsolvable,reply
0,good,"['B', 'A', 'C', 'D']"
1,good,"['B', 'A', 'D', 'C']"
2,good,"['B', 'A', 'C', 'D']"
3,good,"['B', 'A', 'C', 'D']"
4,good,"['B', 'A', 'C', 'D']"
5,good,"['B', 'A', 'C', 'D']"
6,good,"['B', 'A', 'C', 'D']"
7,good,"['B', 'A', 'D', 'C']"
8,good,"['B', 'A', 'C', 'D']"
9,unsolvable,"['B', 'a', 's', 'e']"
10,unsolvable,"['B', 'a', 's', 'e']"
11,good,"['C', 'A', 'B', 'D']"
12,unsolvable,"['B', 'a', 's', 'e']"
13,good,"['B', 'A', 'C', 'D']"
14,good,"['B', 'A', 'C', 'D']"
15,good,"['B', 'A', 'C', 'D']"
16,good,"['B', 'C', 'A', 'D']"
17,good,"['C', 'A', 'D', 'B']"
18,unsolvable,"['i', 'm', 'p', 'o']"
19,good,"['B', 'A', 'C', 'D']"
20,unsolvable,"['B', 'a', 's', 'e']"
21,good,"['B', 'A', 'C', 'D']"
22,good,"['B', 'A', 'D', 'C']"
23,good,"['B', 'A', 'C', 'D']"
24,unsolvable,"['i', 'm', 'p', 'o']"
25,good,"['B', 'A', 'C', 'D']"
26,good,"['C', 'A', 'D', 'B']"
27,unsolvable,"['a', 'l', 'w', 'a']"
28,good,"['B', 'A', 'C', 'D']"
29,unsolvable,"['B', 'a', 's', 'e']"
30,good,"['B', 'A', 'C', 'D']"
31,good,"['B', 'A', 'C', 'D']"
32,good,"['B', 'A', 'C', 'D']"
33,good,"['B', 'A', 'C', 'D']"
34,good,"['B', 'A', 'D', 'C']"
35,good,"['B', 'A', 'C', 'D']"
36,good,"['B', 'A', 'C', 'D']"
37,good,"['B', 'A', 'D', 'C']"
38,good,"['B', 'A', 'C', 'D']"
39,unsolvable,"['B', 'a', 's', 'e']"
40,good,"['B', 'C', 'A', 'D']"
41,good,"['A', 'C', 'B', 'D']"
42,good,"['A', 'B', 'C', 'D']"
43,good,"['B', 'A', 'C', 'D']"
44,bad,"['n', 'o', 'c', 'l']"
45,good,"['B', 'A', 'C', 'D']"
46,bad,"['m', 'o', 's', 't']"
47,unsolvable,"['B', 'a', 's', 'e']"
48,good,"['B', 'C', 'A', 'D']"
49,good,"['A', 'B', 'C', 'D']"
50,good,"['B', 'A', 'D', 'C']"
51,good,"['B', 'C', 'A', 'D']"
52,unsolvable,"['B', 'a', 's', 'e']"
53,good,"['B', 'A', 'C', 'D']"
54,good,"['B', 'A', 'C', 'D']"
55,good,"['B', 'A', 'D', 'C']"
56,good,"['A', 'C', 'B', 'D']"
57,good,"['B', 'A', 'C', 'D']"
58,good,"['C', 'A', 'B', 'D']"
59,good,"['B', 'A', 'C', 'D']"
60,good,"['C', 'A', 'B', 'D']"
61,good,"['B', 'A', 'D', 'C']"
62,unsolvable,"['B', 'a', 's', 'e']"
63,good,"['B', 'A', 'C', 'D']"
64,good,"['B', 'A', 'C', 'D']"
65,good,"['A', 'B', 'C', 'D']"
66,unsolvable,"['B', 'a', 's', 'e']"
67,unsolvable,"['B', 'a', 's', 'e']"
68,good,"['B', 'A', 'C', 'D']"
69,good,"['A', 'B', 'C', 'D']"
70,good,"['C', 'A', 'B', 'D']"
71,bad,"['n', 'o', 'c', 'l']"
72,good,"['B', 'A', 'C', 'D']"
73,good,"['B', 'A', 'D', 'C']"
74,good,"['B', 'A', 'C', 'D']"
75,good,"['B', 'A', 'C', 'D']"
76,bad,"['n', 'o', 'c', 'l']"
77,good,"['B', 'A', 'D', 'C']"
78,good,"['B', 'A', 'C', 'D']"
79,good,"['B', 'A', 'C', 'D']"
80,good,"['B', 'A', 'C', 'D']"
81,good,"['B', 'A', 'C', 'D']"
82,good,"['C', 'A', 'B', 'D']"
83,unsolvable,"['B', 'a', 's', 'e']"
84,good,"['A', 'D', 'B', 'C']"
85,good,"['B', 'C', 'A', 'D']"
86,good,"['B', 'A', 'C', 'D']"
87,good,"['B', 'A', 'C', 'D']"
88,good,"['B', 'A', 'C', 'D']"
89,good,"['B', 'A', 'C', 'D']"
90,good,"['C', 'A', 'B', 'D']"
91,good,"['B', 'A', 'D', 'C']"
92,good,"['B', 'A', 'C', 'D']"
93,good,"['B', 'A', 'C', 'D']"
94,good,"['B', 'A', 'C', 'D']"
95,good,"['B', 'A', 'C', 'D']"
96,good,"['B', 'A', 'C', 'D']"
97,unsolvable,"['B', 'a', 's', 'e']"
98,good,"['B', 'A', 'C', 'D']"
99,good,"['B', 'A', 'C', 'D']"
