prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
1865.0,1137.0,0.05594999999999999,0.06822,0.12417
1865.0,622.0,0.05594999999999999,0.03732,0.09326999999999999
1865.0,652.0,0.05594999999999999,0.039119999999999995,0.09506999999999999
1865.0,652.0,0.05594999999999999,0.039119999999999995,0.09506999999999999
1865.0,1202.0,0.05594999999999999,0.07211999999999999,0.12807
1865.0,704.0,0.05594999999999999,0.04223999999999999,0.09818999999999999
1865.0,705.0,0.05594999999999999,0.0423,0.09824999999999999
1865.0,1044.0,0.05594999999999999,0.06264,0.11859
1865.0,809.0,0.05594999999999999,0.04854,0.10449
1865.0,641.0,0.05594999999999999,0.03846,0.09441
1865.0,585.0,0.05594999999999999,0.0351,0.09104999999999999
1865.0,1010.0,0.05594999999999999,0.060599999999999994,0.11654999999999999
1865.0,929.0,0.05594999999999999,0.05574,0.11168999999999998
1865.0,744.0,0.05594999999999999,0.04464,0.10058999999999998
1865.0,571.0,0.05594999999999999,0.03426,0.09020999999999998
1865.0,423.0,0.05594999999999999,0.02538,0.08132999999999999
1865.0,853.0,0.05594999999999999,0.051179999999999996,0.10712999999999999
1865.0,737.0,0.05594999999999999,0.044219999999999995,0.10016999999999998
1865.0,851.0,0.05594999999999999,0.051059999999999994,0.10701
1865.0,802.0,0.05594999999999999,0.048119999999999996,0.10407
1865.0,935.0,0.05594999999999999,0.056100000000000004,0.11205
1865.0,579.0,0.05594999999999999,0.03474,0.09068999999999999
1865.0,932.0,0.05594999999999999,0.05592,0.11187
1865.0,909.0,0.05594999999999999,0.05454,0.11048999999999999
1865.0,1029.0,0.05594999999999999,0.061739999999999996,0.11768999999999999
1865.0,870.0,0.05594999999999999,0.052199999999999996,0.10815
1865.0,912.0,0.05594999999999999,0.05472,0.11066999999999999
1865.0,785.0,0.05594999999999999,0.0471,0.10305
1865.0,605.0,0.05594999999999999,0.0363,0.09225
1865.0,1083.0,0.05594999999999999,0.06498000000000001,0.12093000000000001
1865.0,712.0,0.05594999999999999,0.04272,0.09867
1865.0,448.0,0.05594999999999999,0.026879999999999998,0.08282999999999999
1865.0,737.0,0.05594999999999999,0.044219999999999995,0.10016999999999998
1865.0,759.0,0.05594999999999999,0.04554,0.10149
1865.0,1042.0,0.05594999999999999,0.06251999999999999,0.11846999999999999
1865.0,857.0,0.05594999999999999,0.051419999999999993,0.10737
1865.0,923.0,0.05594999999999999,0.05538,0.11132999999999998
1865.0,688.0,0.05594999999999999,0.041280000000000004,0.09723
1865.0,907.0,0.05594999999999999,0.054419999999999996,0.11037
1865.0,624.0,0.05594999999999999,0.03744,0.09339
1865.0,873.0,0.05594999999999999,0.052379999999999996,0.10832999999999998
1865.0,1245.0,0.05594999999999999,0.0747,0.13065
1865.0,733.0,0.05594999999999999,0.04398,0.09992999999999999
1865.0,769.0,0.05594999999999999,0.04614,0.10208999999999999
1865.0,754.0,0.05594999999999999,0.045239999999999995,0.10118999999999999
1865.0,978.0,0.05594999999999999,0.05868,0.11463
1865.0,1238.0,0.05594999999999999,0.07428,0.13022999999999998
1865.0,907.0,0.05594999999999999,0.054419999999999996,0.11037
1865.0,954.0,0.05594999999999999,0.05723999999999999,0.11318999999999999
1865.0,1120.0,0.05594999999999999,0.06720000000000001,0.12315000000000001
1865.0,846.0,0.05594999999999999,0.05076,0.10671
1865.0,1218.0,0.05594999999999999,0.07307999999999999,0.12902999999999998
1865.0,753.0,0.05594999999999999,0.04518,0.10113
1865.0,755.0,0.05594999999999999,0.0453,0.10124999999999999
1865.0,988.0,0.05594999999999999,0.05928,0.11523
1865.0,634.0,0.05594999999999999,0.03804,0.09398999999999999
1865.0,1063.0,0.05594999999999999,0.06378,0.11973
1865.0,902.0,0.05594999999999999,0.054119999999999994,0.11006999999999999
1865.0,819.0,0.05594999999999999,0.04914,0.10508999999999999
1865.0,766.0,0.05594999999999999,0.04596,0.10191
1865.0,776.0,0.05594999999999999,0.04656,0.10250999999999999
1865.0,758.0,0.05594999999999999,0.04548,0.10142999999999999
1865.0,669.0,0.05594999999999999,0.04014,0.09609
1865.0,820.0,0.05594999999999999,0.049199999999999994,0.10515
1865.0,1138.0,0.05594999999999999,0.06828000000000001,0.12423000000000001
1865.0,924.0,0.05594999999999999,0.055439999999999996,0.11138999999999999
1865.0,874.0,0.05594999999999999,0.05244,0.10838999999999999
1865.0,1235.0,0.05594999999999999,0.0741,0.13005
1865.0,687.0,0.05594999999999999,0.04122,0.09716999999999999
1865.0,1100.0,0.05594999999999999,0.066,0.12195
1865.0,1699.0,0.05594999999999999,0.10194,0.15789
1865.0,906.0,0.05594999999999999,0.05436,0.11030999999999999
1865.0,1125.0,0.05594999999999999,0.0675,0.12345
1865.0,646.0,0.05594999999999999,0.038759999999999996,0.09470999999999999
1865.0,1106.0,0.05594999999999999,0.06636,0.12231
1865.0,647.0,0.05594999999999999,0.03882,0.09477
1865.0,434.0,0.05594999999999999,0.02604,0.08199
1865.0,960.0,0.05594999999999999,0.05759999999999999,0.11354999999999998
1865.0,1050.0,0.05594999999999999,0.063,0.11895
1865.0,671.0,0.05594999999999999,0.04026,0.09620999999999999
1865.0,847.0,0.05594999999999999,0.05082,0.10676999999999999
1865.0,1109.0,0.05594999999999999,0.06653999999999999,0.12248999999999999
1865.0,502.0,0.05594999999999999,0.030119999999999997,0.08607
1865.0,945.0,0.05594999999999999,0.05669999999999999,0.11264999999999999
1865.0,1106.0,0.05594999999999999,0.06636,0.12231
1865.0,763.0,0.05594999999999999,0.04578,0.10172999999999999
1865.0,75.0,0.05594999999999999,0.0045,0.06044999999999999
1865.0,653.0,0.05594999999999999,0.03918,0.09512999999999999
1865.0,832.0,0.05594999999999999,0.04992,0.10586999999999999
1865.0,588.0,0.05594999999999999,0.03528,0.09122999999999999
1865.0,1283.0,0.05594999999999999,0.07698,0.13293
1865.0,1372.0,0.05594999999999999,0.08231999999999999,0.13826999999999998
1865.0,1322.0,0.05594999999999999,0.07931999999999999,0.13526999999999997
1865.0,778.0,0.05594999999999999,0.04668,0.10263
1865.0,940.0,0.05594999999999999,0.0564,0.11234999999999999
1865.0,844.0,0.05594999999999999,0.05064,0.10658999999999999
1865.0,679.0,0.05594999999999999,0.040740000000000005,0.09669
1865.0,974.0,0.05594999999999999,0.05844,0.11438999999999999
1865.0,719.0,0.05594999999999999,0.04314,0.09908999999999998
1865.0,763.0,0.05594999999999999,0.04578,0.10172999999999999
