index,good/bad/unsolvable,reply
0,unsolvable,"['A', 'B', 'C', 'D']"
1,good,"['A', 'B', 'D', 'C']"
2,good,"['A', 'B', 'C', 'D']"
3,good,"['C', 'A', 'B', 'D']"
4,good,"['C', 'A', 'B', 'D']"
5,good,"['A', 'B', 'C', 'D']"
6,good,"['A', 'B', 'C', 'D']"
7,good,"['A', 'B', 'C', 'D']"
8,good,"['C', 'B', 'A', 'D']"
9,unsolvable,"['A', 'B', 'C', 'D']"
10,unsolvable,"['A', 'B', 'C', 'D']"
11,good,"['C', 'A', 'B', 'D']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['A', 'D', 'B', 'C']"
14,good,"['A', 'B', 'C', 'D']"
15,good,"['A', 'B', 'C', 'D']"
16,good,"['D', 'C', 'A', 'B']"
17,good,"['A', 'B', 'C', 'D']"
18,unsolvable,"['A', 'B', 'C', 'D']"
19,good,"['A', 'B', 'C', 'D']"
20,good,"['A', 'B', 'C', 'D']"
21,good,"['A', 'B', 'C', 'D']"
22,good,"['A', 'B', 'C', 'D']"
23,good,"['A', 'B', 'C', 'D']"
24,good,"['A', 'B', 'C', 'D']"
25,good,"['A', 'B', 'C', 'D']"
26,good,"['A', 'B', 'C', 'D']"
27,good,"['A', 'B', 'C', 'D']"
28,good,"['A', 'B', 'C', 'D']"
29,unsolvable,"['C', 'B', 'A', 'D']"
30,good,"['A', 'B', 'C', 'D']"
31,good,"['C', 'B', 'A', 'D']"
32,good,"['A', 'B', 'C', 'D']"
33,good,"['A', 'B', 'C', 'D']"
34,good,"['B', 'A', 'C', 'D']"
35,good,"['A', 'B', 'C', 'D']"
36,good,"['C', 'A', 'B', 'D']"
37,good,"['A', 'B', 'C', 'D']"
38,good,"['C', 'A', 'B', 'D']"
39,good,"['A', 'B', 'C', 'D']"
40,good,"['D', 'B', 'C', 'A']"
41,good,"['A', 'B', 'C', 'D']"
42,good,"['C', 'A', 'B', 'D']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['A', 'B', 'C', 'D']"
45,good,"['A', 'B', 'C', 'D']"
46,unsolvable,"['A', 'B', 'C', 'D']"
47,unsolvable,"['A', 'B', 'C', 'D']"
48,good,"['A', 'B', 'C', 'D']"
49,good,"['A', 'B', 'C', 'D']"
50,good,"['A', 'B', 'C', 'D']"
51,good,"['B', 'A', 'C', 'D']"
52,unsolvable,"['A', 'B', 'C', 'D']"
53,good,"['A', 'B', 'C', 'D']"
54,good,"['C', 'B', 'A', 'D']"
55,good,"['A', 'B', 'C', 'D']"
56,good,"['A', 'B', 'C', 'D']"
57,good,"['A', 'B', 'C', 'D']"
58,good,"['A', 'B', 'C', 'D']"
59,good,"['C', 'B', 'A', 'D']"
60,good,"['A', 'B', 'C', 'D']"
61,good,"['A', 'B', 'C', 'D']"
62,unsolvable,"['A', 'B', 'C', 'D']"
63,good,"['A', 'B', 'C', 'D']"
64,good,"['D', 'A', 'B', 'C']"
65,good,"['C', 'A', 'B', 'D']"
66,unsolvable,"['A', 'B', 'C', 'D']"
67,good,"['C', 'A', 'B', 'D']"
68,good,"['A', 'B', 'C', 'D']"
69,good,"['A', 'B', 'C', 'D']"
70,good,"['A', 'B', 'C', 'D']"
71,good,"['A', 'B', 'C', 'D']"
72,good,"['A', 'B', 'C', 'D']"
73,good,"['B', 'C', 'A', 'D']"
74,good,"['A', 'B', 'C', 'D']"
75,good,"['A', 'C', 'B', 'D']"
76,unsolvable,"['A', 'B', 'C', 'D']"
77,good,"['B', 'A', 'C', 'D']"
78,good,"['C', 'A', 'B', 'D']"
79,good,"['A', 'B', 'C', 'D']"
80,good,"['C', 'B', 'A', 'D']"
81,good,"['A', 'B', 'C', 'D']"
82,good,"['C', 'A', 'B', 'D']"
83,unsolvable,"['A', 'B', 'C', 'D']"
84,good,"['A', 'B', 'C', 'D']"
85,good,"['A', 'C', 'D', 'B']"
86,good,"['A', 'B', 'C', 'D']"
87,good,"['A', 'B', 'C', 'D']"
88,good,"['A', 'B', 'C', 'D']"
89,good,"['A', 'B', 'C', 'D']"
90,good,"['A', 'B', 'C', 'D']"
91,good,"['A', 'B', 'C', 'D']"
92,good,"['A', 'B', 'C', 'D']"
93,good,"['C', 'B', 'A', 'D']"
94,good,"['A', 'B', 'C', 'D']"
95,good,"['A', 'B', 'C', 'D']"
96,good,"['A', 'B', 'C', 'D']"
97,good,"['C', 'B', 'A', 'D']"
98,good,"['C', 'A', 'D', 'B']"
99,good,"['A', 'B', 'C', 'D']"
