prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
1466.0,425.0,0.01466,0.01275,0.027409999999999997
1466.0,474.0,0.01466,0.014219999999999998,0.028879999999999996
1466.0,428.0,0.01466,0.01284,0.0275
1466.0,461.0,0.01466,0.01383,0.02849
1466.0,377.0,0.01466,0.011309999999999999,0.02597
1466.0,412.0,0.01466,0.01236,0.02702
1466.0,426.0,0.01466,0.01278,0.02744
1466.0,494.0,0.01466,0.01482,0.02948
1466.0,485.0,0.01466,0.014549999999999999,0.02921
1466.0,475.0,0.01466,0.01425,0.028909999999999998
1466.0,425.0,0.01466,0.01275,0.027409999999999997
1466.0,425.0,0.01466,0.01275,0.027409999999999997
1466.0,435.0,0.01466,0.013049999999999999,0.02771
1466.0,421.0,0.01466,0.012629999999999999,0.02729
1466.0,397.0,0.01466,0.01191,0.02657
1466.0,432.0,0.01466,0.01296,0.02762
1466.0,378.0,0.01466,0.01134,0.026
1466.0,479.0,0.01466,0.014369999999999999,0.02903
1466.0,490.0,0.01466,0.0147,0.029359999999999997
1466.0,524.0,0.01466,0.015719999999999998,0.030379999999999997
1466.0,497.0,0.01466,0.01491,0.02957
1466.0,482.0,0.01466,0.014459999999999999,0.02912
1466.0,460.0,0.01466,0.0138,0.02846
1466.0,447.0,0.01466,0.01341,0.028069999999999998
1466.0,513.0,0.01466,0.01539,0.03005
1466.0,417.0,0.01466,0.01251,0.02717
1466.0,412.0,0.01466,0.01236,0.02702
1466.0,435.0,0.01466,0.013049999999999999,0.02771
1466.0,451.0,0.01466,0.013529999999999999,0.02819
1466.0,514.0,0.01466,0.01542,0.03008
1466.0,362.0,0.01466,0.01086,0.02552
1466.0,449.0,0.01466,0.01347,0.02813
1466.0,435.0,0.01466,0.013049999999999999,0.02771
1466.0,438.0,0.01466,0.013139999999999999,0.0278
1466.0,478.0,0.01466,0.01434,0.028999999999999998
1466.0,644.0,0.01466,0.01932,0.033979999999999996
1466.0,481.0,0.01466,0.01443,0.029089999999999998
1466.0,638.0,0.01466,0.01914,0.0338
1466.0,510.0,0.01466,0.0153,0.02996
1466.0,465.0,0.01466,0.013949999999999999,0.028609999999999997
1466.0,499.0,0.01466,0.014969999999999999,0.029629999999999997
1466.0,488.0,0.01466,0.014639999999999999,0.0293
1466.0,487.0,0.01466,0.01461,0.029269999999999997
1466.0,665.0,0.01466,0.01995,0.03461
1466.0,423.0,0.01466,0.01269,0.02735
1466.0,453.0,0.01466,0.01359,0.028249999999999997
1466.0,482.0,0.01466,0.014459999999999999,0.02912
1466.0,431.0,0.01466,0.01293,0.02759
1466.0,430.0,0.01466,0.0129,0.02756
1466.0,397.0,0.01466,0.01191,0.02657
1466.0,499.0,0.01466,0.014969999999999999,0.029629999999999997
1466.0,535.0,0.01466,0.016050000000000002,0.03071
1466.0,446.0,0.01466,0.01338,0.02804
1466.0,445.0,0.01466,0.013349999999999999,0.02801
1466.0,442.0,0.01466,0.01326,0.02792
1466.0,526.0,0.01466,0.01578,0.03044
1466.0,467.0,0.01466,0.01401,0.02867
1466.0,410.0,0.01466,0.012299999999999998,0.026959999999999998
1466.0,447.0,0.01466,0.01341,0.028069999999999998
1466.0,524.0,0.01466,0.015719999999999998,0.030379999999999997
1466.0,428.0,0.01466,0.01284,0.0275
1466.0,471.0,0.01466,0.014129999999999998,0.028789999999999996
1466.0,481.0,0.01466,0.01443,0.029089999999999998
1466.0,564.0,0.01466,0.016919999999999998,0.03158
1466.0,500.0,0.01466,0.015,0.02966
1466.0,612.0,0.01466,0.018359999999999998,0.033019999999999994
1466.0,400.0,0.01466,0.012,0.02666
1466.0,463.0,0.01466,0.01389,0.02855
1466.0,473.0,0.01466,0.01419,0.02885
1466.0,431.0,0.01466,0.01293,0.02759
1466.0,503.0,0.01466,0.01509,0.02975
1466.0,413.0,0.01466,0.012389999999999998,0.027049999999999998
1466.0,436.0,0.01466,0.01308,0.02774
1466.0,429.0,0.01466,0.01287,0.02753
1466.0,395.0,0.01466,0.01185,0.02651
1466.0,441.0,0.01466,0.013229999999999999,0.027889999999999998
1466.0,586.0,0.01466,0.01758,0.03224
1466.0,405.0,0.01466,0.012150000000000001,0.02681
1466.0,410.0,0.01466,0.012299999999999998,0.026959999999999998
1466.0,491.0,0.01466,0.014729999999999998,0.02939
1466.0,431.0,0.01466,0.01293,0.02759
1466.0,435.0,0.01466,0.013049999999999999,0.02771
1466.0,391.0,0.01466,0.01173,0.02639
1466.0,453.0,0.01466,0.01359,0.028249999999999997
1466.0,479.0,0.01466,0.014369999999999999,0.02903
1466.0,442.0,0.01466,0.01326,0.02792
1466.0,547.0,0.01466,0.01641,0.03107
1466.0,400.0,0.01466,0.012,0.02666
1466.0,430.0,0.01466,0.0129,0.02756
1466.0,484.0,0.01466,0.01452,0.029179999999999998
1466.0,371.0,0.01466,0.01113,0.02579
1466.0,420.0,0.01466,0.0126,0.02726
1466.0,457.0,0.01466,0.013709999999999998,0.02837
1466.0,454.0,0.01466,0.013619999999999998,0.02828
1466.0,440.0,0.01466,0.0132,0.02786
1466.0,512.0,0.01466,0.015359999999999999,0.030019999999999998
1466.0,492.0,0.01466,0.01476,0.02942
1466.0,441.0,0.01466,0.013229999999999999,0.027889999999999998
1466.0,561.0,0.01466,0.016829999999999998,0.03149
1466.0,589.0,0.01466,0.017669999999999998,0.03233
