prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
213.0,4.0,0.00213,0.00011999999999999999,0.00225
