index,good/bad/unsolvable,reply
0,good,"['G', 'H', 'I', 'J', 'K']"
1,bad,"['T', 'o', 'd', 'e', 't']"
2,bad,"['T', 'h', 'e', 'r', 'e']"
3,bad,"['H', 'o', 'w', 'e', 'v']"
4,bad,"['T', 'h', 'i', 's', 'q']"
5,bad,"['d', 'e', 't', 'e', 'r']"
6,good,"['A', 'F', 'G', 'K', 'L']"
7,bad,"['T', 'h', 'i', 's', 'q']"
8,good,"['C', 'F', 'H', 'I', 'K']"
9,good,"['M', 'I', 'H', 'G', 'L']"
10,good,"['H', 'J', 'K', 'C', 'D']"
11,bad,"['T', 'h', 'e', 'r', 'e']"
12,good,"['M', 'G', 'L', 'C', 'H']"
13,good,"['C', 'B', 'D', 'F', 'H']"
14,bad,"['n', 'o', 't', 'p', 'o']"
15,bad,"['n', 'o', 't', 'p', 'o']"
16,good,"['M', 'L', 'H', 'F', 'C']"
17,good,"['F', 'K', 'H', 'I', 'L']"
18,good,"['C', 'D', 'E', 'A', 'F']"
19,good,"['A', 'C', 'D', 'F', 'G']"
20,good,"['M', 'D', 'F', 'I', 'L']"
21,good,"['D', 'B', 'A', 'C', 'F']"
22,bad,"['n', 'o', 't', 'p', 'o']"
23,good,"['A', 'C', 'D', 'F', 'H']"
24,bad,"['T', 'h', 'e', 'r', 'e']"
25,good,"['C', 'F', 'G', 'M', 'A']"
26,good,"['D', 'F', 'M', 'H', 'J']"
27,bad,"['W', 'i', 't', 'h', 'o']"
28,good,"['E', 'D', 'C', 'A', 'B']"
29,good,"['L', 'M', 'C', 'G', 'A']"
30,bad,"['n', 'o', 't', 'p', 'o']"
31,bad,"['W', 'i', 't', 'h', 'o']"
32,bad,"['I', 'f', 'y', 'o', 'u']"
33,good,"['H', 'C', 'K', 'M', 'A']"
34,good,"['M', 'L', 'H', 'C', 'G']"
35,good,"['I', 'D', 'D', 'K', 'J']"
36,good,"['C', 'H', 'I', 'J', 'K']"
37,good,"['D', 'B', 'C', 'J', 'M']"
38,bad,"['T', 'h', 'e', 'r', 'e']"
39,bad,"['T', 'h', 'e', 'r', 'e']"
40,bad,"['H', 'o', 'w', 'e', 'v']"
41,bad,"['n', 'o', 't', 'p', 'o']"
42,bad,"['n', 'o', 't', 'p', 'o']"
43,good,"['G', 'C', 'F', 'D', 'A']"
44,good,"['M', 'K', 'I', 'D', 'A']"
45,good,"['L', 'D', 'C', 'A', 'B']"
46,good,"['D', 'C', 'M', 'H', 'I']"
47,good,"['F', 'C', 'J', 'K', 'L']"
48,good,"['L', 'M', 'C', 'F', 'A']"
49,bad,"['n', 'o', 't', 'p', 'o']"
50,bad,"['H', 'o', 'w', 'e', 'v']"
51,good,"['C', 'A', 'D', 'B', 'G']"
52,good,"['D', 'C', 'F', 'H', 'I']"
53,good,"['J', 'D', 'A', 'F', 'L']"
54,good,"['A', 'D', 'F', 'I', 'J']"
55,good,"['M', 'L', 'K', 'I', 'H']"
56,good,"['G', 'C', 'H', 'K', 'M']"
57,good,"['H', 'I', 'C', 'J', 'K']"
58,good,"['D', 'I', 'F', 'L', 'C']"
59,bad,"['i', 'm', 'p', 'o', 's']"
60,good,"['K', 'C', 'H', 'L', 'I']"
61,good,"['M', 'L', 'I', 'K', 'H']"
62,good,"['D', 'C', 'M', 'L', 'K']"
63,good,"['C', 'A', 'F', 'B', 'L']"
64,good,"['M', 'F', 'C', 'I', 'A']"
65,good,"['M', 'J', 'L', 'K', 'C']"
66,bad,"['I', 'f', 'y', 'o', 'u']"
67,bad,"['n', 'o', 't', 'p', 'o']"
68,bad,"['H', 'o', 'w', 'e', 'v']"
69,good,"['M', 'L', 'J', 'G', 'H']"
70,bad,"['T', 'h', 'e', 'r', 'e']"
71,good,"['C', 'G', 'I', 'L', 'M']"
72,good,"['M', 'L', 'G', 'H', 'C']"
73,bad,"['T', 'h', 'e', 'r', 'e']"
74,bad,"['T', 'h', 'e', 'r', 'e']"
75,good,"['J', 'M', 'E', 'C', 'A']"
76,good,"['A', 'D', 'C', 'F', 'G']"
77,good,"['M', 'L', 'H', 'F', 'G']"
78,bad,"['T', 'o', 'd', 'e', 't']"
79,good,"['A', 'D', 'F', 'I', 'K']"
80,good,"['D', 'C', 'F', 'H', 'K']"
81,good,"['A', 'B', 'C', 'D', 'E']"
82,good,"['A', 'D', 'F', 'G', 'H']"
83,bad,"['H', 'o', 'w', 'e', 'v']"
84,good,"['L', 'G', 'C', 'F', 'K']"
85,good,"['A', 'I', 'K', 'L', 'M']"
86,unsolvable,"['n', 'o', 't', 'p', 'r']"
87,bad,"['T', 'o', 'd', 'e', 't']"
88,bad,"['T', 'o', 'd', 'e', 't']"
89,bad,"['I', 'f', 'y', 'o', 'u']"
90,bad,"['T', 'o', 'a', 'n', 's']"
91,bad,"['H', 'o', 'w', 'e', 'v']"
92,bad,"['W', 'i', 't', 'h', 'o']"
93,good,"['I', 'J', 'K', 'L', 'M']"
94,good,"['D', 'A', 'F', 'K', 'L']"
95,bad,"['W', 'i', 't', 'h', 'o']"
96,bad,"['T', 'h', 'e', 'r', 'e']"
97,bad,"['n', 'o', 't', 'p', 'o']"
98,bad,"['T', 'h', 'e', 'r', 'e']"
99,good,"['L', 'J', 'H', 'F', 'D']"
