index,good/bad/unsolvable,reply
0,good,"['A', 'C', 'H', 'F', 'B']"
1,bad,"['G', 'i', 'v', 'e', 'n']"
2,good,"['A', 'C', 'G', 'B', 'D']"
3,good,"['A', 'F', 'G', 'I', 'C']"
4,good,"['A', 'B', 'E', 'C', 'F']"
5,bad,"['T', 'h', 'e', 'r', 'e']"
6,good,"['A', 'C', 'D', 'B', 'H']"
7,good,"['A', 'G', 'B', 'C', 'D']"
8,good,"['A', 'E', 'F', 'J', 'B']"
9,bad,"['j', 'u', 's', 't', 'a']"
10,bad,"['O', 'n', 't', 'h', 'e']"
11,good,"['A', 'H', 'C', 'G', 'B']"
12,good,"['A', 'C', 'B', 'D', 'F']"
13,bad,"['H', 'o', 'w', 'e', 'v']"
14,good,"['A', 'C', 'I', 'B', 'D']"
15,good,"['A', 'G', 'B', 'E', 'H']"
16,good,"['A', 'C', 'J', 'I', 'G']"
17,good,"['A', 'C', 'D', 'E', 'G']"
18,good,"['A', 'C', 'D', 'G', 'I']"
19,good,"['A', 'F', 'I', 'G', 'C']"
20,good,"['A', 'B', 'D', 'G', 'C']"
21,good,"['A', 'F', 'C', 'H', 'B']"
22,good,"['A', 'C', 'D', 'G', 'H']"
23,good,"['A', 'D', 'I', 'B', 'C']"
24,good,"['A', 'C', 'D', 'B', 'G']"
25,good,"['A', 'B', 'E', 'F', 'H']"
26,good,"['A', 'C', 'I', 'G', 'B']"
27,good,"['A', 'I', 'F', 'C', 'B']"
28,good,"['A', 'B', 'E', 'H', 'F']"
29,good,"['A', 'F', 'I', 'B', 'D']"
30,good,"['A', 'B', 'D', 'G', 'I']"
31,good,"['A', 'G', 'J', 'C', 'E']"
32,good,"['A', 'E', 'H', 'B', 'F']"
33,good,"['A', 'C', 'E', 'G', 'I']"
34,good,"['A', 'D', 'J', 'F', 'H']"
35,good,"['G', 'A', 'D', 'I', 'J']"
36,good,"['A', 'C', 'G', 'B', 'D']"
37,bad,"['T', 'h', 'e', 'r', 'e']"
38,good,"['A', 'G', 'I', 'D', 'B']"
39,good,"['G', 'I', 'D', 'A', 'C']"
40,bad,"['T', 'h', 'e', 'r', 'e']"
41,good,"['A', 'D', 'J', 'C', 'F']"
42,good,"['A', 'B', 'C', 'F', 'D']"
43,good,"['A', 'D', 'F', 'G', 'I']"
44,bad,"['T', 'h', 'e', 'r', 'e']"
45,good,"['A', 'C', 'G', 'B', 'H']"
46,good,"['A', 'C', 'E', 'J', 'B']"
47,good,"['A', 'J', 'C', 'G', 'I']"
48,good,"['A', 'C', 'I', 'G', 'D']"
49,good,"['A', 'C', 'I', 'B', 'D']"
50,good,"['A', 'D', 'G', 'I', 'B']"
51,good,"['A', 'G', 'I', 'C', 'F']"
52,good,"['A', 'D', 'F', 'I', 'B']"
53,good,"['I', 'D', 'J', 'A', 'C']"
54,good,"['A', 'B', 'J', 'C', 'E']"
55,good,"['A', 'I', 'C', 'D', 'B']"
56,good,"['A', 'C', 'E', 'I', 'D']"
57,good,"['B', 'A', 'F', 'G', 'D']"
58,good,"['A', 'F', 'G', 'C', 'B']"
59,good,"['A', 'D', 'H', 'J', 'G']"
60,bad,"['H', 'o', 'w', 'e', 'v']"
61,good,"['A', 'C', 'D', 'G', 'J']"
62,bad,"['G', 'i', 'v', 'e', 'n']"
63,good,"['A', 'D', 'G', 'H', 'C']"
64,bad,"['F', 'o', 'r', 'e', 'x']"
65,good,"['A', 'D', 'F', 'G', 'I']"
66,good,"['A', 'C', 'I', 'G', 'B']"
67,good,"['A', 'C', 'D', 'B', 'E']"
68,unsolvable,"['T', 'h', 'e', 'r', 'e']"
69,good,"['A', 'I', 'C', 'G', 'B']"
70,good,"['A', 'I', 'G', 'E', 'J']"
71,good,"['A', 'C', 'B', 'G', 'I']"
72,good,"['A', 'C', 'I', 'G', 'D']"
73,good,"['A', 'I', 'C', 'J', 'D']"
74,good,"['D', 'A', 'F', 'G', 'J']"
75,unsolvable,"['i', 'm', 'p', 'o', 's']"
76,good,"['G', 'D', 'A', 'C', 'E']"
77,bad,"['G', 'i', 'v', 'e', 'n']"
78,good,"['A', 'I', 'F', 'C', 'G']"
79,bad,"['T', 'h', 'e', 'r', 'e']"
80,good,"['A', 'D', 'I', 'E', 'G']"
81,good,"['A', 'B', 'E', 'F', 'H']"
82,bad,"['T', 'h', 'e', 'r', 'e']"
83,good,"['A', 'C', 'D', 'B', 'E']"
84,good,"['A', 'C', 'B', 'I', 'F']"
85,good,"['A', 'F', 'C', 'E', 'H']"
86,good,"['J', 'A', 'D', 'C', 'E']"
87,bad,"['W', 'i', 't', 'h', 'o']"
88,good,"['A', 'I', 'D', 'B', 'E']"
89,bad,"['G', 'i', 'v', 'e', 'n']"
90,good,"['A', 'G', 'D', 'J', 'C']"
91,bad,"['T', 'h', 'e', 'r', 'e']"
92,good,"['A', 'B', 'E', 'F', 'H']"
93,good,"['A', 'C', 'B', 'I', 'G']"
94,good,"['A', 'H', 'G', 'D', 'B']"
95,good,"['A', 'I', 'B', 'C', 'D']"
96,good,"['A', 'D', 'G', 'I', 'B']"
97,good,"['A', 'C', 'G', 'B', 'D']"
98,bad,"['I', 'f', 'y', 'o', 'u']"
99,good,"['A', 'I', 'B', 'E', 'F']"
