prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
1953.0,276.0,0.001953,0.0005520000000000001,0.0025050000000000003
1953.0,327.0,0.001953,0.0006540000000000001,0.002607
1953.0,262.0,0.001953,0.000524,0.002477
1953.0,249.0,0.001953,0.000498,0.002451
1953.0,464.0,0.001953,0.000928,0.002881
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,237.0,0.001953,0.00047400000000000003,0.0024270000000000003
1953.0,276.0,0.001953,0.0005520000000000001,0.0025050000000000003
1953.0,237.0,0.001953,0.00047400000000000003,0.0024270000000000003
1953.0,326.0,0.001953,0.000652,0.002605
1953.0,247.0,0.001953,0.000494,0.002447
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,432.0,0.001953,0.000864,0.002817
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,302.0,0.001953,0.0006039999999999999,0.0025570000000000002
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,276.0,0.001953,0.0005520000000000001,0.0025050000000000003
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,267.0,0.001953,0.0005340000000000001,0.002487
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,249.0,0.001953,0.000498,0.002451
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,302.0,0.001953,0.0006039999999999999,0.0025570000000000002
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,241.0,0.001953,0.000482,0.002435
1953.0,262.0,0.001953,0.000524,0.002477
1953.0,302.0,0.001953,0.0006039999999999999,0.0025570000000000002
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,339.0,0.001953,0.000678,0.002631
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,634.0,0.001953,0.001268,0.003221
1953.0,327.0,0.001953,0.0006540000000000001,0.002607
1953.0,264.0,0.001953,0.000528,0.002481
1953.0,516.0,0.001953,0.001032,0.002985
1953.0,235.0,0.001953,0.00047000000000000004,0.0024230000000000002
1953.0,276.0,0.001953,0.0005520000000000001,0.0025050000000000003
1953.0,168.0,0.001953,0.00033600000000000004,0.0022890000000000002
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,269.0,0.001953,0.0005380000000000001,0.002491
1953.0,459.0,0.001953,0.0009180000000000001,0.0028710000000000003
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,399.0,0.001953,0.000798,0.002751
1953.0,92.0,0.001953,0.000184,0.002137
1953.0,340.0,0.001953,0.00068,0.002633
1953.0,267.0,0.001953,0.0005340000000000001,0.002487
1953.0,243.0,0.001953,0.000486,0.002439
1953.0,338.0,0.001953,0.0006760000000000001,0.0026290000000000003
1953.0,267.0,0.001953,0.0005340000000000001,0.002487
1953.0,274.0,0.001953,0.0005480000000000001,0.002501
1953.0,270.0,0.001953,0.00054,0.002493
1953.0,276.0,0.001953,0.0005520000000000001,0.0025050000000000003
1953.0,272.0,0.001953,0.000544,0.002497
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,265.0,0.001953,0.00053,0.002483
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,645.0,0.001953,0.0012900000000000001,0.0032430000000000002
1953.0,269.0,0.001953,0.0005380000000000001,0.002491
1953.0,268.0,0.001953,0.000536,0.002489
1953.0,276.0,0.001953,0.0005520000000000001,0.0025050000000000003
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,143.0,0.001953,0.000286,0.002239
1953.0,249.0,0.001953,0.000498,0.002451
1953.0,254.0,0.001953,0.000508,0.002461
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,319.0,0.001953,0.000638,0.002591
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,237.0,0.001953,0.00047400000000000003,0.0024270000000000003
1953.0,261.0,0.001953,0.000522,0.002475
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,425.0,0.001953,0.00085,0.002803
1953.0,252.0,0.001953,0.000504,0.002457
1953.0,340.0,0.001953,0.00068,0.002633
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,312.0,0.001953,0.000624,0.0025770000000000003
1953.0,283.0,0.001953,0.0005660000000000001,0.0025190000000000004
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,283.0,0.001953,0.0005660000000000001,0.0025190000000000004
1953.0,329.0,0.001953,0.0006580000000000001,0.002611
1953.0,237.0,0.001953,0.00047400000000000003,0.0024270000000000003
1953.0,631.0,0.001953,0.001262,0.003215
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,158.0,0.001953,0.000316,0.002269
1953.0,267.0,0.001953,0.0005340000000000001,0.002487
1953.0,248.0,0.001953,0.000496,0.0024490000000000002
1953.0,463.0,0.001953,0.0009260000000000001,0.002879
1953.0,816.0,0.001953,0.0016320000000000002,0.0035850000000000005
1953.0,118.0,0.001953,0.00023600000000000002,0.002189
1953.0,88.0,0.001953,0.000176,0.0021290000000000002
1953.0,564.0,0.001953,0.001128,0.0030810000000000004
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,283.0,0.001953,0.0005660000000000001,0.0025190000000000004
1953.0,655.0,0.001953,0.00131,0.0032630000000000003
1953.0,649.0,0.001953,0.0012980000000000001,0.0032510000000000004
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
1953.0,233.0,0.001953,0.00046600000000000005,0.002419
1953.0,90.0,0.001953,0.00017999999999999998,0.002133
