index,good/bad/unsolvable,reply
0,good,"['A', 'B', 'C', 'D']"
1,good,"['A', 'C', 'B', 'D']"
2,good,"['A', 'B', 'C', 'D']"
3,good,"['A', 'B', 'C', 'D']"
4,good,"['A', 'B', 'C', 'D']"
5,good,"['A', 'C', 'B', 'D']"
6,good,"['A', 'C', 'B', 'D']"
7,good,"['A', 'B', 'C', 'D']"
8,good,"['A', 'B', 'C', 'D']"
9,unsolvable,"['A', 'B', 'C', 'D']"
10,unsolvable,"['A', 'C', 'D', 'B']"
11,good,"['A', 'C', 'B', 'D']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['A', 'B', 'C', 'D']"
14,good,"['A', 'B', 'C', 'D']"
15,good,"['A', 'B', 'C', 'D']"
16,good,"['A', 'C', 'B', 'D']"
17,good,"['A', 'C', 'B', 'D']"
18,unsolvable,"['A', 'B', 'C', 'D']"
19,good,"['A', 'B', 'C', 'D']"
20,unsolvable,"['A', 'B', 'C', 'D']"
21,good,"['A', 'C', 'B', 'D']"
22,good,"['A', 'B', 'C', 'D']"
23,good,"['A', 'C', 'D', 'B']"
24,unsolvable,"['A', 'B', 'C', 'D']"
25,good,"['A', 'C', 'B', 'D']"
26,good,"['A', 'B', 'C', 'D']"
27,unsolvable,"['A', 'B', 'C', 'D']"
28,good,"['A', 'B', 'C', 'D']"
29,unsolvable,"['A', 'B', 'C', 'D']"
30,good,"['A', 'B', 'C', 'D']"
31,good,"['A', 'B', 'C', 'D']"
32,good,"['A', 'B', 'C', 'D']"
33,good,"['A', 'B', 'C', 'D']"
34,good,"['A', 'B', 'C', 'D']"
35,bad,[]
36,good,"['A', 'B', 'C', 'D']"
37,good,"['A', 'B', 'C', 'D']"
38,good,"['A', 'C', 'B', 'D']"
39,unsolvable,"['A', 'B', 'C', 'D']"
40,good,"['A', 'C', 'B', 'D']"
41,good,"['A', 'C', 'D', 'B']"
42,good,"['A', 'B', 'C', 'D']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['A', 'B', 'C', 'D']"
45,good,"['A', 'C', 'B', 'D']"
46,bad,[]
47,unsolvable,"['A', 'B', 'C', 'D']"
48,good,"['A', 'B', 'C', 'D']"
49,good,"['A', 'C', 'B', 'D']"
50,good,"['A', 'B', 'C', 'D']"
51,good,"['A', 'C', 'B', 'D']"
52,unsolvable,"['A', 'B', 'C', 'D']"
53,good,"['A', 'B', 'C', 'D']"
54,good,"['A', 'B', 'C', 'D']"
55,good,"['A', 'B', 'C', 'D']"
56,good,"['A', 'B', 'C', 'D']"
57,good,"['A', 'B', 'C', 'D']"
58,good,"['A', 'C', 'B', 'D']"
59,good,"['A', 'B', 'C', 'D']"
60,good,"['A', 'C', 'B', 'D']"
61,good,"['A', 'C', 'B', 'D']"
62,unsolvable,"['A', 'B', 'C', 'D']"
63,good,"['A', 'B', 'C', 'D']"
64,good,"['A', 'B', 'C', 'D']"
65,good,"['A', 'B', 'C', 'D']"
66,unsolvable,"['A', 'C', 'B', 'D']"
67,unsolvable,"['A', 'B', 'C', 'D']"
68,good,"['A', 'B', 'C', 'D']"
69,good,"['A', 'B', 'C', 'D']"
70,good,"['A', 'B', 'C', 'D']"
71,good,"['A', 'B', 'C', 'D']"
72,good,"['A', 'B', 'C', 'D']"
73,good,"['A', 'C', 'B', 'D']"
74,good,"['A', 'B', 'C', 'D']"
75,good,"['A', 'B', 'C', 'D']"
76,good,"['A', 'D', 'B', 'C']"
77,good,"['A', 'B', 'C', 'D']"
78,good,"['A', 'B', 'C', 'D']"
79,good,"['A', 'B', 'C', 'D']"
80,good,"['A', 'C', 'B', 'D']"
81,good,"['A', 'B', 'C', 'D']"
82,good,"['A', 'C', 'B', 'D']"
83,unsolvable,"['A', 'B', 'C', 'D']"
84,good,"['A', 'D', 'B', 'C']"
85,good,"['A', 'B', 'C', 'D']"
86,good,"['A', 'B', 'C', 'D']"
87,good,"['A', 'B', 'C', 'D']"
88,good,"['A', 'C', 'B', 'D']"
89,good,"['A', 'B', 'C', 'D']"
90,good,"['A', 'C', 'B', 'D']"
91,good,"['A', 'B', 'C', 'D']"
92,good,"['A', 'C', 'B', 'D']"
93,good,"['A', 'C', 'B', 'D']"
94,good,"['A', 'C', 'B', 'D']"
95,good,"['A', 'B', 'C', 'D']"
96,good,"['A', 'B', 'C', 'D']"
97,unsolvable,"['A', 'B', 'C', 'D']"
98,good,"['A', 'B', 'C', 'D']"
99,good,"['A', 'B', 'C', 'D']"
