index,good/bad/unsolvable,reply
0,unsolvable,"['A', 'D', 'B', 'C']"
1,good,"['A', 'D', 'B', 'C']"
2,good,"['A', 'B', 'C', 'D']"
3,good,"['A', 'B', 'C', 'D']"
4,good,"['C', 'A', 'D', 'B']"
5,good,"['B', 'A', 'C', 'D']"
6,good,"['B', 'A', 'D', 'C']"
7,good,"['A', 'C', 'B', 'D']"
8,good,"['C', 'A', 'B', 'D']"
9,unsolvable,"['A', 'D', 'B', 'C']"
10,unsolvable,"['D', 'B', 'A', 'C']"
11,good,"['A', 'C', 'B', 'D']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['A', 'B', 'C', 'D']"
14,good,"['A', 'B', 'D', 'C']"
15,good,"['A', 'B', 'D', 'C']"
16,good,"['A', 'B', 'D', 'C']"
17,good,"['B', 'A', 'C', 'D']"
18,unsolvable,"['D', 'C', 'B', 'A']"
19,good,"['A', 'B', 'C', 'D']"
20,good,"['A', 'C', 'B', 'D']"
21,good,"['A', 'C', 'B', 'D']"
22,good,"['A', 'B', 'C', 'D']"
23,good,"['A', 'B', 'C', 'D']"
24,good,"['A', 'B', 'C', 'D']"
25,good,"['A', 'B', 'C', 'D']"
26,good,"['A', 'B', 'C', 'D']"
27,good,"['A', 'B', 'C', 'D']"
28,good,"['A', 'B', 'D', 'C']"
29,unsolvable,"['A', 'B', 'C', 'D']"
30,good,"['A', 'C', 'B', 'D']"
31,good,"['A', 'B', 'C', 'D']"
32,good,"['A', 'B', 'C', 'D']"
33,good,"['A', 'D', 'B', 'C']"
34,good,"['A', 'B', 'C', 'D']"
35,good,"['C', 'A', 'D', 'B']"
36,good,"['B', 'A', 'D', 'C']"
37,good,"['C', 'B', 'A', 'D']"
38,good,"['A', 'C', 'D', 'B']"
39,good,"['A', 'C', 'D', 'B']"
40,good,"['A', 'B', 'C', 'D']"
41,good,"['A', 'B', 'C', 'D']"
42,good,"['A', 'B', 'C', 'D']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['A', 'B', 'D', 'C']"
45,good,"['A', 'B', 'C', 'D']"
46,unsolvable,"['A', 'B', 'C', 'D']"
47,unsolvable,"['D', 'A', 'C', 'B']"
48,good,"['A', 'C', 'D', 'B']"
49,good,"['B', 'A', 'C', 'D']"
50,good,"['B', 'A', 'C', 'D']"
51,good,"['A', 'D', 'B', 'C']"
52,unsolvable,"['A', 'B', 'C', 'D']"
53,good,"['A', 'D', 'B', 'C']"
54,good,"['A', 'B', 'C', 'D']"
55,good,"['D', 'B', 'C', 'A']"
56,good,"['A', 'B', 'C', 'D']"
57,good,"['A', 'D', 'B', 'C']"
58,good,"['A', 'B', 'C', 'D']"
59,good,"['A', 'B', 'C', 'D']"
60,good,"['A', 'B', 'C', 'D']"
61,good,"['A', 'D', 'B', 'C']"
62,unsolvable,"['D', 'A', 'C', 'B']"
63,good,"['C', 'A', 'D', 'B']"
64,good,"['A', 'D', 'C', 'B']"
65,good,"['A', 'C', 'B', 'D']"
66,unsolvable,"['A', 'B', 'C', 'D']"
67,good,"['A', 'C', 'B', 'D']"
68,good,"['A', 'C', 'B', 'D']"
69,good,"['A', 'C', 'B', 'D']"
70,good,"['A', 'C', 'B', 'D']"
71,good,"['A', 'C', 'B', 'D']"
72,good,"['A', 'C', 'D', 'B']"
73,good,"['B', 'A', 'C', 'D']"
74,good,"['A', 'B', 'C', 'D']"
75,good,"['A', 'C', 'B', 'D']"
76,unsolvable,"['A', 'D', 'B', 'C']"
77,good,"['A', 'C', 'B', 'D']"
78,good,"['A', 'C', 'B', 'D']"
79,good,"['A', 'C', 'B', 'D']"
80,good,"['C', 'A', 'D', 'B']"
81,good,"['A', 'B', 'C', 'D']"
82,good,"['A', 'B', 'C', 'D']"
83,unsolvable,"['A', 'B', 'C', 'D']"
84,good,"['A', 'B', 'D', 'C']"
85,good,"['A', 'B', 'C', 'D']"
86,good,"['A', 'D', 'B', 'C']"
87,good,"['A', 'B', 'D', 'C']"
88,good,"['C', 'A', 'D', 'B']"
89,good,"['A', 'C', 'B', 'D']"
90,good,"['A', 'B', 'C', 'D']"
91,good,"['B', 'A', 'C', 'D']"
92,good,"['A', 'B', 'C', 'D']"
93,good,"['A', 'C', 'B', 'D']"
94,good,"['A', 'B', 'C', 'D']"
95,good,"['A', 'D', 'B', 'C']"
96,good,"['A', 'D', 'B', 'C']"
97,good,"['A', 'C', 'D', 'B']"
98,good,"['A', 'B', 'C', 'D']"
99,good,"['A', 'B', 'C', 'D']"
