index,good/bad/unsolvable,reply
0,good,"['A', 'D', 'C', 'F', 'I']"
1,good,"['D', 'B', 'C', 'F', 'I']"
2,good,"['D', 'C', 'B', 'A', 'E']"
3,good,"['A', 'D', 'B', 'C', 'E']"
4,good,"['D', 'B', 'H', 'J', 'L']"
5,good,"['D', 'H', 'J', 'K', 'L']"
6,good,"['D', 'C', 'B', 'K', 'A']"
7,good,"['D', 'G', 'M', 'H', 'J']"
8,good,"['A', 'C', 'D', 'E', 'F']"
9,good,"['D', 'A', 'C', 'B', 'F']"
10,good,"['D', 'C', 'B', 'F', 'K']"
11,good,"['D', 'C', 'M', 'K', 'I']"
12,good,"['D', 'A', 'B', 'C', 'F']"
13,good,"['D', 'C', 'B', 'A', 'E']"
14,good,"['D', 'C', 'K', 'F', 'J']"
15,good,"['D', 'A', 'B', 'C', 'E']"
16,good,"['D', 'C', 'B', 'A', 'K']"
17,good,"['D', 'B', 'G', 'K', 'L']"
18,good,"['D', 'C', 'B', 'A', 'E']"
19,good,"['D', 'C', 'A', 'B', 'F']"
20,good,"['D', 'B', 'G', 'A', 'E']"
21,good,"['D', 'F', 'H', 'J', 'B']"
22,good,"['A', 'D', 'E', 'M', 'B']"
23,good,"['D', 'C', 'K', 'B', 'A']"
24,good,"['D', 'F', 'A', 'B', 'C']"
25,good,"['D', 'A', 'F', 'H', 'B']"
26,good,"['A', 'C', 'D', 'E', 'F']"
27,good,"['D', 'L', 'A', 'C', 'E']"
28,good,"['D', 'C', 'A', 'B', 'E']"
29,good,"['F', 'D', 'L', 'C', 'A']"
30,good,"['D', 'F', 'B', 'E', 'H']"
31,good,"['D', 'F', 'M', 'J', 'G']"
32,good,"['H', 'F', 'D', 'A', 'C']"
33,good,"['M', 'K', 'D', 'B', 'L']"
34,good,"['D', 'A', 'B', 'E', 'F']"
35,good,"['A', 'D', 'F', 'C', 'L']"
36,good,"['A', 'D', 'E', 'F', 'G']"
37,good,"['A', 'D', 'B', 'F', 'E']"
38,good,"['A', 'D', 'B', 'C', 'E']"
39,good,"['D', 'C', 'B', 'A', 'F']"
40,good,"['A', 'D', 'C', 'B', 'E']"
41,good,"['D', 'A', 'C', 'B', 'E']"
42,good,"['D', 'C', 'B', 'A', 'G']"
43,good,"['D', 'J', 'M', 'C', 'G']"
44,good,"['D', 'M', 'I', 'F', 'B']"
45,good,"['D', 'C', 'B', 'M', 'A']"
46,good,"['D', 'J', 'C', 'H', 'L']"
47,good,"['M', 'I', 'D', 'J', 'C']"
48,good,"['D', 'J', 'A', 'C', 'H']"
49,good,"['I', 'D', 'A', 'C', 'E']"
50,good,"['D', 'A', 'C', 'G', 'I']"
51,good,"['A', 'B', 'C', 'D', 'E']"
52,good,"['D', 'C', 'B', 'F', 'K']"
53,good,"['D', 'B', 'F', 'A', 'I']"
54,good,"['D', 'C', 'K', 'M', 'B']"
55,good,"['D', 'B', 'H', 'K', 'M']"
56,good,"['D', 'H', 'M', 'B', 'A']"
57,good,"['D', 'C', 'A', 'B', 'G']"
58,good,"['C', 'D', 'G', 'M', 'K']"
59,good,"['D', 'F', 'H', 'I', 'G']"
60,good,"['D', 'C', 'F', 'G', 'L']"
61,good,"['D', 'C', 'A', 'B', 'L']"
62,good,"['A', 'D', 'B', 'C', 'E']"
63,good,"['D', 'C', 'F', 'M', 'K']"
64,good,"['D', 'C', 'B', 'A', 'E']"
65,good,"['D', 'C', 'B', 'E', 'F']"
66,good,"['D', 'A', 'F', 'H', 'J']"
67,good,"['D', 'B', 'A', 'C', 'E']"
68,good,"['D', 'A', 'B', 'C', 'F']"
69,good,"['A', 'D', 'F', 'E', 'G']"
70,good,"['D', 'H', 'C', 'A', 'B']"
71,good,"['L', 'H', 'D', 'F', 'A']"
72,good,"['D', 'C', 'B', 'F', 'K']"
73,good,"['D', 'C', 'M', 'L', 'K']"
74,good,"['M', 'L', 'D', 'J', 'C']"
75,good,"['D', 'C', 'A', 'F', 'I']"
76,good,"['D', 'B', 'H', 'J', 'A']"
77,good,"['A', 'B', 'D', 'E', 'F']"
78,good,"['D', 'M', 'B', 'H', 'F']"
79,good,"['D', 'C', 'B', 'A', 'F']"
80,good,"['D', 'A', 'F', 'H', 'J']"
81,good,"['A', 'D', 'G', 'J', 'B']"
82,good,"['D', 'C', 'B', 'F', 'A']"
83,good,"['D', 'A', 'C', 'B', 'E']"
84,good,"['A', 'B', 'C', 'D', 'E']"
85,good,"['D', 'C', 'B', 'I', 'M']"
86,unsolvable,"['n', 'o', 't', 'p', 'o']"
87,good,"['A', 'D', 'G', 'C', 'I']"
88,good,"['D', 'C', 'B', 'A', 'E']"
89,good,"['D', 'M', 'B', 'H', 'J']"
90,good,"['D', 'A', 'I', 'A', 'C']"
91,good,"['A', 'D', 'C', 'H', 'E']"
92,good,"['D', 'H', 'M', 'A', 'B']"
93,good,"['A', 'D', 'I', 'B', 'C']"
94,good,"['D', 'B', 'F', 'H', 'I']"
95,good,"['D', 'B', 'G', 'K', 'I']"
96,good,"['D', 'C', 'B', 'F', 'J']"
97,good,"['D', 'M', 'A', 'C', 'K']"
98,good,"['A', 'D', 'B', 'C', 'E']"
99,good,"['D', 'C', 'B', 'A', 'E']"
