index,good/bad/unsolvable,reply
0,good,"['D', 'A', 'F', 'C', 'E']"
1,good,"['D', 'C', 'F', 'E', 'B']"
2,good,"['D', 'C', 'F', 'E', 'B']"
3,good,"['D', 'A', 'F', 'C', 'E']"
4,good,"['D', 'A', 'F', 'C', 'I']"
5,good,"['D', 'A', 'C', 'F', 'I']"
6,good,"['D', 'A', 'F', 'C', 'I']"
7,good,"['D', 'E', 'J', 'L', 'F']"
8,good,"['D', 'A', 'F', 'C', 'I']"
9,good,"['D', 'A', 'B', 'F', 'C']"
10,good,"['D', 'C', 'B', 'A', 'E']"
11,good,"['D', 'C', 'I', 'A', 'F']"
12,good,"['D', 'C', 'I', 'A', 'F']"
13,good,"['D', 'C', 'A', 'E', 'M']"
14,good,"['D', 'B', 'A', 'C', 'F']"
15,good,"['D', 'A', 'C', 'I', 'F']"
16,good,"['D', 'A', 'C', 'F', 'E']"
17,good,"['D', 'C', 'F', 'E', 'B']"
18,good,"['D', 'B', 'A', 'F', 'C']"
19,good,"['D', 'C', 'I', 'E', 'J']"
20,good,"['D', 'A', 'C', 'F', 'I']"
21,good,"['D', 'A', 'F', 'C', 'E']"
22,good,"['D', 'C', 'E', 'F', 'I']"
23,good,"['D', 'A', 'C', 'F', 'I']"
24,good,"['D', 'C', 'E', 'F', 'I']"
25,good,"['D', 'C', 'E', 'I', 'J']"
26,good,"['D', 'C', 'F', 'E', 'A']"
27,good,"['D', 'C', 'F', 'E', 'G']"
28,good,"['D', 'C', 'E', 'F', 'A']"
29,good,"['D', 'C', 'A', 'E', 'F']"
30,good,"['D', 'C', 'I', 'E', 'A']"
31,good,"['D', 'C', 'E', 'F', 'A']"
32,good,"['D', 'C', 'A', 'F', 'E']"
33,good,"['D', 'A', 'C', 'I', 'F']"
34,good,"['D', 'C', 'I', 'A', 'E']"
35,good,"['D', 'C', 'E', 'F', 'I']"
36,good,"['D', 'G', 'E', 'A', 'F']"
37,good,"['D', 'A', 'E', 'I', 'K']"
38,good,"['D', 'A', 'B', 'C', 'F']"
39,good,"['D', 'F', 'C', 'A', 'I']"
40,good,"['D', 'C', 'E', 'F', 'A']"
41,good,"['D', 'A', 'F', 'C', 'E']"
42,good,"['D', 'C', 'F', 'E', 'A']"
43,good,"['D', 'A', 'C', 'E', 'I']"
44,good,"['D', 'F', 'C', 'I', 'E']"
45,good,"['D', 'A', 'C', 'F', 'I']"
46,good,"['D', 'A', 'F', 'C', 'I']"
47,good,"['D', 'A', 'C', 'F', 'I']"
48,good,"['D', 'E', 'I', 'J', 'K']"
49,good,"['D', 'F', 'C', 'E', 'A']"
50,good,"['D', 'A', 'C', 'I', 'E']"
51,good,"['D', 'A', 'C', 'F', 'E']"
52,good,"['D', 'A', 'C', 'F', 'I']"
53,good,"['D', 'C', 'B', 'F', 'E']"
54,good,"['C', 'D', 'E', 'G', 'M']"
55,good,"['D', 'J', 'C', 'F', 'I']"
56,good,"['D', 'A', 'F', 'C', 'I']"
57,good,"['D', 'A', 'F', 'C', 'E']"
58,good,"['D', 'A', 'F', 'C', 'I']"
59,good,"['D', 'C', 'I', 'E', 'A']"
60,good,"['D', 'E', 'J', 'G', 'C']"
61,good,"['D', 'A', 'F', 'C', 'I']"
62,good,"['D', 'A', 'C', 'F', 'E']"
63,good,"['D', 'C', 'E', 'F', 'I']"
64,good,"['D', 'C', 'B', 'E', 'A']"
65,good,"['D', 'A', 'C', 'B', 'E']"
66,good,"['D', 'A', 'C', 'E', 'I']"
67,good,"['D', 'I', 'K', 'A', 'C']"
68,good,"['D', 'F', 'C', 'I', 'E']"
69,good,"['D', 'C', 'A', 'F', 'E']"
70,good,"['D', 'C', 'E', 'F', 'I']"
71,good,"['D', 'C', 'A', 'F', 'I']"
72,good,"['D', 'C', 'E', 'F', 'I']"
73,good,"['D', 'C', 'F', 'I', 'E']"
74,good,"['D', 'E', 'G', 'J', 'A']"
75,good,"['D', 'I', 'K', 'A', 'F']"
76,good,"['D', 'A', 'C', 'I', 'E']"
77,good,"['D', 'C', 'E', 'F', 'I']"
78,good,"['D', 'B', 'A', 'F', 'E']"
79,good,"['D', 'F', 'E', 'G', 'J']"
80,good,"['D', 'C', 'F', 'A', 'E']"
81,good,"['D', 'C', 'A', 'E', 'B']"
82,good,"['D', 'C', 'A', 'B', 'F']"
83,good,"['D', 'A', 'C', 'F', 'I']"
84,good,"['D', 'A', 'C', 'F', 'I']"
85,good,"['D', 'F', 'C', 'I', 'E']"
86,good,"['H', 'I', 'J', 'K', 'E']"
87,good,"['D', 'A', 'C', 'F', 'I']"
88,good,"['D', 'C', 'A', 'I', 'E']"
89,good,"['D', 'C', 'F', 'A', 'E']"
90,good,"['D', 'C', 'A', 'E', 'B']"
91,good,"['D', 'A', 'C', 'F', 'E']"
92,good,"['D', 'C', 'F', 'E', 'A']"
93,good,"['D', 'A', 'C', 'F', 'E']"
94,good,"['D', 'C', 'F', 'A', 'B']"
95,good,"['D', 'C', 'B', 'E', 'I']"
96,good,"['D', 'A', 'C', 'E', 'F']"
97,good,"['D', 'C', 'E', 'F', 'I']"
98,good,"['D', 'C', 'E', 'J', 'G']"
99,good,"['D', 'A', 'C', 'F', 'E']"
