index,good/bad/unsolvable,reply
0,good,"['D', 'E', 'F', 'G', 'A']"
1,good,"['D', 'C', 'F', 'I', 'L']"
2,good,"['D', 'G', 'A', 'I', 'F']"
3,good,"['D', 'A', 'G', 'I', 'L']"
4,good,"['A', 'B', 'C', 'D', 'E']"
5,good,"['A', 'B', 'D', 'I', 'M']"
6,good,"['A', 'D', 'E', 'F', 'G']"
7,good,"['D', 'A', 'C', 'F', 'G']"
8,good,"['D', 'A', 'C', 'G', 'I']"
9,good,"['A', 'D', 'B', 'C', 'E']"
10,good,"['D', 'F', 'I', 'J', 'M']"
11,good,"['D', 'C', 'B', 'F', 'M']"
12,good,"['A', 'D', 'B', 'E', 'F']"
13,good,"['D', 'A', 'C', 'E', 'F']"
14,good,"['D', 'C', 'B', 'F', 'G']"
15,good,"['D', 'H', 'E', 'C', 'G']"
16,good,"['D', 'A', 'B', 'E', 'F']"
17,bad,"['U', 'n', 'a', 'b', 'l']"
18,good,"['A', 'D', 'B', 'C', 'E']"
19,good,"['D', 'A', 'E', 'F', 'M']"
20,bad,[]
21,good,"['A', 'B', 'C', 'D', 'E']"
22,good,"['D', 'A', 'B', 'C', 'F']"
23,good,"['D', 'E', 'F', 'G', 'H']"
24,good,"['D', 'A', 'G', 'M', 'E']"
25,bad,[]
26,good,"['A', 'D', 'C', 'F', 'G']"
27,good,"['D', 'A', 'C', 'F', 'B']"
28,good,"['A', 'D', 'G', 'I', 'J']"
29,good,"['D', 'A', 'B', 'F', 'E']"
30,good,"['A', 'D', 'E', 'F', 'G']"
31,good,"['A', 'D', 'C', 'B', 'E']"
32,bad,"['B', 'a', 's', 'e', 'd']"
33,good,"['A', 'D', 'B', 'E', 'F']"
34,good,"['D', 'A', 'E', 'F', 'G']"
35,bad,"['U', 'n', 'a', 'b', 'l']"
36,bad,['?']
37,good,"['A', 'D', 'C', 'E', 'G']"
38,good,"['D', 'A', 'F', 'G', 'M']"
39,good,"['D', 'G', 'L', 'E', 'M']"
40,bad,"['U', 'n', 'a', 'b', 'l']"
41,good,"['D', 'F', 'A', 'B', 'C']"
42,bad,"['W', 'i', 't', 'h', 'o']"
43,good,"['D', 'A', 'B', 'E', 'G']"
44,good,"['D', 'F', 'G', 'J', 'L']"
45,bad,"['T', 'h', 'e', 'r', 'e']"
46,good,"['D', 'A', 'F', 'B', 'C']"
47,good,"['D', 'C', 'E', 'A', 'B']"
48,good,"['A', 'D', 'E', 'F', 'H']"
49,good,"['D', 'I', 'A', 'C', 'B']"
50,bad,"['G', 'i', 'v', 'e', 'n']"
51,bad,"['U', 'n', 'a', 'b', 'l']"
52,good,"['D', 'E', 'A', 'I', 'B']"
53,good,"['D', 'F', 'I', 'A', 'B']"
54,good,"['A', 'D', 'E', 'F', 'G']"
55,good,"['D', 'A', 'F', 'G', 'E']"
56,good,"['D', 'A', 'B', 'C', 'F']"
57,good,"['D', 'F', 'B', 'A', 'E']"
58,good,"['D', 'A', 'B', 'E', 'F']"
59,good,"['D', 'C', 'F', 'A', 'M']"
60,bad,[]
61,good,"['A', 'D', 'C', 'B', 'E']"
62,bad,"['U', 'n', 'a', 'b', 'l']"
63,good,"['D', 'E', 'F', 'A', 'B']"
64,good,"['D', 'E', 'F', 'C', 'B']"
65,good,"['D', 'F', 'I', 'J', 'M']"
66,good,"['A', 'B', 'C', 'D', 'E']"
67,good,"['D', 'A', 'B', 'E', 'F']"
68,good,"['D', 'A', 'C', 'E', 'F']"
69,good,"['A', 'B', 'C', 'D', 'E']"
70,good,"['D', 'E', 'A', 'B', 'C']"
71,bad,"['U', 'n', 'a', 'b', 'l']"
72,good,"['D', 'A', 'B', 'C', 'E']"
73,good,"['D', 'C', 'A', 'E', 'F']"
74,good,"['A', 'B', 'C', 'D', 'E']"
75,bad,"['T', 'h', 'e', 'r', 'e']"
76,good,"['D', 'B', 'A', 'E', 'F']"
77,good,"['D', 'A', 'B', 'C', 'E']"
78,good,"['D', 'A', 'B', 'C', 'M']"
79,good,"['D', 'F', 'A', 'E', 'B']"
80,good,"['D', 'A', 'E', 'F', 'G']"
81,good,"['D', 'A', 'B', 'C', 'G']"
82,good,"['D', 'E', 'B', 'G', 'I']"
83,good,"['D', 'F', 'G', 'A', 'C']"
84,good,"['D', 'B', 'A', 'E', 'C']"
85,bad,"['W', 'i', 't', 'h', 'o']"
86,unsolvable,"['A', 'D', 'G', 'I', 'M']"
87,good,"['D', 'F', 'G', 'J', 'K']"
88,good,"['A', 'D', 'E', 'F', 'H']"
89,good,"['D', 'B', 'A', 'E', 'F']"
90,bad,"['B', 'a', 's', 'e', 'd']"
91,good,"['D', 'C', 'A', 'E', 'F']"
92,bad,"['U', 'n', 'a', 'b', 'l']"
93,good,"['D', 'A', 'C', 'E', 'F']"
94,good,"['A', 'D', 'C', 'E', 'I']"
95,good,"['D', 'A', 'B', 'C', 'E']"
96,good,"['D', 'A', 'C', 'E', 'F']"
97,good,"['A', 'D', 'C', 'K', 'F']"
98,good,"['A', 'D', 'E', 'F', 'I']"
99,good,"['D', 'A', 'C', 'F', 'G']"
