index,good/bad/unsolvable,reply
0,unsolvable,"['U', 'n', 'a', 'b', 'l']"
1,good,"['B', 'C', 'A', 'D', 'E']"
2,good,"['A', 'B', 'C', 'D', 'E']"
3,bad,"['W', 'i', 't', 'h', 'o']"
4,good,"['A', 'B', 'C', 'D', 'E']"
5,bad,"['U', 'n', 'a', 'b', 'l']"
6,good,"['A', 'B', 'C', 'D', 'E']"
7,good,"['A', 'B', 'E', 'F', 'C']"
8,good,"['A', 'B', 'D', 'E', 'F']"
9,good,"['A', 'B', 'C', 'D', 'E']"
10,good,"['A', 'B', 'D', 'E', 'F']"
11,good,"['A', 'B', 'C', 'D', 'E']"
12,good,"['A', 'B', 'D', 'F', 'E']"
13,good,"['A', 'B', 'C', 'D', 'E']"
14,bad,"['T', 'h', 'e', 'r', 'e']"
15,good,"['A', 'B', 'C', 'D', 'F']"
16,good,"['A', 'B', 'C', 'E', 'D']"
17,good,"['A', 'B', 'C', 'D', 'E']"
18,good,"['A', 'B', 'C', 'D', 'E']"
19,unsolvable,"['A', 'B', 'C', 'D', 'E']"
20,good,"['A', 'B', 'C', 'D', 'E']"
21,good,"['A', 'B', 'C', 'D', 'E']"
22,good,"['A', 'B', 'D', 'C', 'E']"
23,good,"['A', 'B', 'C', 'D', 'F']"
24,good,"['A', 'F', 'B', 'C', 'D']"
25,good,"['A', 'B', 'C', 'D', 'E']"
26,good,"['A', 'B', 'C', 'D', 'E']"
27,good,"['A', 'B', 'E', 'C', 'D']"
28,good,"['A', 'B', 'C', 'E', 'F']"
29,good,"['A', 'D', 'B', 'C', 'E']"
30,good,"['A', 'B', 'C', 'F', 'D']"
31,good,"['A', 'B', 'C', 'D', 'E']"
32,good,"['A', 'B', 'E', 'C', 'D']"
33,good,"['A', 'B', 'C', 'D', 'E']"
34,good,"['A', 'B', 'C', 'D', 'F']"
35,good,"['A', 'B', 'C', 'D', 'E']"
36,good,"['B', 'C', 'D', 'E', 'F']"
37,good,"['A', 'E', 'B', 'C', 'D']"
38,good,"['A', 'B', 'C', 'D', 'E']"
39,good,"['A', 'B', 'C', 'D', 'E']"
40,bad,"['U', 'n', 'a', 'b', 'l']"
41,good,"['A', 'B', 'C', 'E', 'D']"
42,good,"['A', 'B', 'C', 'D', 'E']"
43,good,"['B', 'A', 'F', 'C', 'D']"
44,good,"['A', 'B', 'D', 'F', 'E']"
45,good,"['A', 'B', 'C', 'D', 'E']"
46,good,"['A', 'B', 'C', 'D', 'E']"
47,good,"['A', 'B', 'C', 'E', 'D']"
48,unsolvable,"['A', 'B', 'C', 'D', 'E']"
49,good,"['A', 'B', 'C', 'D', 'E']"
50,good,"['A', 'B', 'C', 'D', 'E']"
51,good,"['A', 'B', 'C', 'E', 'F']"
52,good,"['A', 'B', 'C', 'E', 'F']"
53,good,"['A', 'B', 'C', 'D', 'E']"
54,good,"['A', 'B', 'C', 'D', 'E']"
55,good,"['A', 'B', 'C', 'D', 'E']"
56,unsolvable,"['A', 'B', 'C', 'D', 'E']"
57,good,"['A', 'B', 'C', 'D', 'E']"
58,unsolvable,"['A', 'B', 'C', 'D', 'E']"
59,good,"['A', 'B', 'C', 'D', 'F']"
60,bad,"['T', 'h', 'e', 'r', 'e']"
61,good,"['A', 'B', 'C', 'D', 'E']"
62,good,"['A', 'B', 'C', 'D', 'E']"
63,good,"['A', 'B', 'C', 'E', 'F']"
64,good,"['A', 'B', 'C', 'E', 'F']"
65,bad,"['T', 'h', 'e', 'r', 'e']"
66,good,"['A', 'B', 'C', 'D', 'E']"
67,good,"['A', 'B', 'C', 'F', 'D']"
68,good,"['A', 'B', 'C', 'D', 'E']"
69,good,"['A', 'B', 'C', 'D', 'E']"
70,good,"['A', 'B', 'C', 'D', 'E']"
71,unsolvable,"['U', 'n', 'a', 'b', 'l']"
72,good,"['A', 'B', 'C', 'D', 'E']"
73,good,"['A', 'C', 'D', 'F', 'B']"
74,good,"['A', 'B', 'E', 'F', 'D']"
75,good,"['A', 'B', 'E', 'C', 'D']"
76,good,"['A', 'D', 'E', 'F', 'B']"
77,unsolvable,"['U', 'n', 'a', 'b', 'l']"
78,good,"['A', 'B', 'C', 'D', 'E']"
79,good,"['A', 'B', 'C', 'D', 'F']"
80,good,"['B', 'C', 'D', 'F', 'A']"
81,good,"['A', 'B', 'C', 'D', 'E']"
82,good,"['A', 'B', 'C', 'D', 'E']"
83,good,"['A', 'B', 'C', 'D', 'E']"
84,good,"['A', 'B', 'C', 'D', 'E']"
85,good,"['A', 'B', 'C', 'D', 'E']"
86,good,"['A', 'B', 'C', 'D', 'E']"
87,good,"['A', 'D', 'F', 'B', 'C']"
88,good,"['A', 'B', 'C', 'D', 'E']"
89,good,"['A', 'B', 'C', 'D', 'E']"
90,good,"['A', 'B', 'C', 'E', 'F']"
91,good,"['A', 'B', 'C', 'D', 'E']"
92,good,"['A', 'B', 'F', 'C', 'D']"
93,good,"['A', 'B', 'C', 'D', 'F']"
94,good,"['A', 'B', 'C', 'D', 'E']"
95,good,"['A', 'B', 'C', 'D', 'E']"
96,good,"['A', 'B', 'C', 'D', 'E']"
97,good,"['A', 'D', 'B', 'C', 'E']"
98,good,"['A', 'B', 'C', 'D', 'E']"
99,good,"['A', 'B', 'C', 'D', 'E']"
