index,good/bad/unsolvable,reply
0,good,"['A', 'C', 'H', 'J', 'I']"
1,good,"['A', 'F', 'J', 'B', 'C']"
2,bad,"['T', 'h', 'e', 'r', 'e']"
3,good,"['A', 'I', 'C', 'G', 'B']"
4,good,"['A', 'C', 'G', 'B', 'D']"
5,good,"['B', 'A', 'F', 'H', 'E']"
6,good,"['A', 'B', 'C', 'D', 'E']"
7,good,"['A', 'G', 'J', 'C', 'B']"
8,good,"['A', 'G', 'F', 'C', 'D']"
9,good,"['A', 'G', 'I', 'B', 'C']"
10,good,"['A', 'C', 'G', 'B', 'D']"
11,good,"['A', 'C', 'G', 'I', 'B']"
12,good,"['A', 'D', 'G', 'I', 'H']"
13,good,"['A', 'E', 'C', 'G', 'I']"
14,good,"['A', 'D', 'G', 'I', 'H']"
15,good,"['A', 'G', 'I', 'C', 'D']"
16,good,"['A', 'C', 'G', 'B', 'D']"
17,good,"['A', 'B', 'G', 'C', 'D']"
18,good,"['A', 'C', 'D', 'G', 'I']"
19,good,"['A', 'G', 'E', 'F', 'B']"
20,good,"['A', 'C', 'G', 'B', 'D']"
21,good,"['A', 'C', 'I', 'G', 'B']"
22,good,"['A', 'G', 'C', 'I', 'B']"
23,good,"['A', 'C', 'I', 'G', 'B']"
24,good,"['A', 'D', 'G', 'I', 'J']"
25,good,"['A', 'C', 'F', 'H', 'B']"
26,good,"['A', 'D', 'C', 'E', 'G']"
27,bad,"['H', 'o', 'w', 'e', 'v']"
28,good,"['A', 'J', 'B', 'G', 'I']"
29,good,"['A', 'C', 'G', 'I', 'B']"
30,good,"['A', 'C', 'G', 'I', 'D']"
31,good,"['A', 'C', 'G', 'B', 'D']"
32,good,"['A', 'C', 'G', 'B', 'D']"
33,good,"['A', 'G', 'C', 'I', 'E']"
34,good,"['A', 'C', 'D', 'B', 'I']"
35,bad,"['W', 'i', 't', 'h', 'o']"
36,good,"['A', 'C', 'G', 'I', 'B']"
37,good,"['A', 'C', 'D', 'G', 'I']"
38,bad,"['T', 'h', 'e', 'r', 'e']"
39,good,"['A', 'C', 'I', 'G', 'B']"
40,good,"['A', 'F', 'I', 'C', 'B']"
41,good,"['B', 'A', 'F', 'C', 'D']"
42,good,"['A', 'C', 'I', 'D', 'E']"
43,good,"['A', 'I', 'F', 'C', 'E']"
44,good,"['A', 'D', 'I', 'F', 'G']"
45,good,"['A', 'C', 'D', 'G', 'I']"
46,good,"['A', 'C', 'D', 'G', 'B']"
47,good,"['A', 'I', 'C', 'B', 'E']"
48,good,"['A', 'F', 'G', 'C', 'E']"
49,good,"['A', 'E', 'F', 'I', 'J']"
50,good,"['A', 'B', 'D', 'G', 'I']"
51,good,"['A', 'G', 'I', 'F', 'C']"
52,good,"['A', 'G', 'I', 'D', 'B']"
53,bad,"['T', 'h', 'e', 'r', 'e']"
54,good,"['A', 'C', 'G', 'D', 'B']"
55,good,"['A', 'C', 'G', 'F', 'I']"
56,good,"['A', 'C', 'I', 'G', 'D']"
57,good,"['A', 'B', 'E', 'F', 'I']"
58,good,"['A', 'D', 'G', 'I', 'B']"
59,good,"['A', 'G', 'H', 'I', 'J']"
60,good,"['A', 'D', 'F', 'G', 'B']"
61,good,"['A', 'F', 'C', 'D', 'G']"
62,good,"['A', 'G', 'I', 'C', 'B']"
63,good,"['A', 'G', 'D', 'I', 'B']"
64,good,"['A', 'C', 'I', 'G', 'D']"
65,good,"['A', 'C', 'G', 'B', 'I']"
66,good,"['A', 'C', 'D', 'G', 'I']"
67,bad,"['U', 'n', 'a', 'b', 'l']"
68,bad,"['T', 'h', 'e', 'r', 'e']"
69,bad,"['T', 'h', 'e', 'r', 'e']"
70,bad,"['T', 'h', 'e', 'r', 'e']"
71,good,"['A', 'G', 'I', 'B', 'C']"
72,bad,"['T', 'h', 'e', 'r', 'e']"
73,good,"['A', 'G', 'I', 'C', 'D']"
74,good,"['A', 'C', 'F', 'J', 'B']"
75,unsolvable,"['T', 'h', 'e', 'r', 'e']"
76,good,"['A', 'C', 'G', 'B', 'I']"
77,good,"['A', 'G', 'C', 'B', 'D']"
78,bad,"['H', 'o', 'w', 'e', 'v']"
79,bad,"['T', 'h', 'e', 'r', 'e']"
80,good,"['A', 'D', 'I', 'F', 'C']"
81,good,"['A', 'C', 'I', 'G', 'B']"
82,good,"['A', 'G', 'H', 'J', 'I']"
83,good,"['A', 'C', 'I', 'G', 'B']"
84,good,"['A', 'F', 'G', 'I', 'C']"
85,good,"['A', 'G', 'I', 'E', 'B']"
86,good,"['B', 'H', 'E', 'A', 'C']"
87,unsolvable,"['n', 'o', 'v', 'a', 'r']"
88,good,"['A', 'F', 'H', 'C', 'B']"
89,good,"['A', 'D', 'B', 'C', 'E']"
90,bad,"['W', 'i', 't', 'h', 'o']"
91,good,"['A', 'G', 'B', 'D', 'I']"
92,good,"['A', 'C', 'I', 'D', 'E']"
93,bad,"['T', 'h', 'e', 'r', 'e']"
94,good,"['A', 'C', 'I', 'G', 'E']"
95,good,"['A', 'G', 'F', 'C', 'E']"
96,good,"['A', 'G', 'B', 'C', 'D']"
97,good,"['A', 'C', 'B', 'G', 'F']"
98,good,"['A', 'C', 'B', 'D', 'E']"
99,good,"['A', 'C', 'G', 'D', 'E']"
