prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
763.0,7.0,0.02289,0.00041999999999999996,0.02331
