prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
1953.0,688.0,0.019530000000000002,0.020640000000000002,0.040170000000000004
1953.0,776.0,0.019530000000000002,0.02328,0.04281
1953.0,746.0,0.019530000000000002,0.02238,0.04191
1953.0,835.0,0.019530000000000002,0.02505,0.04458
1953.0,906.0,0.019530000000000002,0.02718,0.04671
1953.0,864.0,0.019530000000000002,0.02592,0.045450000000000004
1953.0,884.0,0.019530000000000002,0.02652,0.04605
1953.0,720.0,0.019530000000000002,0.021599999999999998,0.04113
1953.0,798.0,0.019530000000000002,0.023939999999999996,0.043469999999999995
1953.0,839.0,0.019530000000000002,0.025169999999999998,0.044700000000000004
1953.0,943.0,0.019530000000000002,0.02829,0.04782
1953.0,898.0,0.019530000000000002,0.02694,0.04647
1953.0,851.0,0.019530000000000002,0.025529999999999997,0.04506
1953.0,939.0,0.019530000000000002,0.028169999999999997,0.0477
1953.0,927.0,0.019530000000000002,0.027809999999999998,0.04734
1953.0,728.0,0.019530000000000002,0.02184,0.041370000000000004
1953.0,698.0,0.019530000000000002,0.020939999999999997,0.04047
1953.0,720.0,0.019530000000000002,0.021599999999999998,0.04113
1953.0,783.0,0.019530000000000002,0.023489999999999997,0.04302
1953.0,773.0,0.019530000000000002,0.02319,0.04272
1953.0,765.0,0.019530000000000002,0.022949999999999998,0.042480000000000004
1953.0,697.0,0.019530000000000002,0.02091,0.040440000000000004
1953.0,914.0,0.019530000000000002,0.027419999999999996,0.04695
1953.0,823.0,0.019530000000000002,0.024689999999999997,0.044219999999999995
1953.0,843.0,0.019530000000000002,0.02529,0.04482
1953.0,852.0,0.019530000000000002,0.02556,0.045090000000000005
1953.0,773.0,0.019530000000000002,0.02319,0.04272
1953.0,887.0,0.019530000000000002,0.026609999999999998,0.04614
1953.0,782.0,0.019530000000000002,0.02346,0.04299
1953.0,716.0,0.019530000000000002,0.02148,0.041010000000000005
1953.0,935.0,0.019530000000000002,0.028050000000000002,0.047580000000000004
1953.0,733.0,0.019530000000000002,0.02199,0.04152
1953.0,807.0,0.019530000000000002,0.024210000000000002,0.04374
1953.0,795.0,0.019530000000000002,0.023849999999999996,0.04338
1953.0,844.0,0.019530000000000002,0.02532,0.04485
1953.0,680.0,0.019530000000000002,0.020399999999999998,0.03993
1953.0,866.0,0.019530000000000002,0.02598,0.04551
1953.0,863.0,0.019530000000000002,0.02589,0.04542
1953.0,882.0,0.019530000000000002,0.026459999999999997,0.04599
1953.0,864.0,0.019530000000000002,0.02592,0.045450000000000004
1953.0,955.0,0.019530000000000002,0.02865,0.04818
1953.0,725.0,0.019530000000000002,0.02175,0.04128
1953.0,791.0,0.019530000000000002,0.02373,0.04326000000000001
1953.0,714.0,0.019530000000000002,0.021419999999999998,0.04095
1953.0,678.0,0.019530000000000002,0.02034,0.03987
1953.0,857.0,0.019530000000000002,0.025709999999999997,0.04524
1953.0,958.0,0.019530000000000002,0.028739999999999998,0.04827
1953.0,749.0,0.019530000000000002,0.02247,0.042
