index,good/bad/unsolvable,reply
0,good,"['A', 'D', 'E', 'F', 'G']"
1,good,"['A', 'B', 'C', 'D', 'E']"
2,bad,"['U', 'n', 'a', 'b', 'l']"
3,bad,"['T', 'h', 'e', 'r', 'e']"
4,good,"['A', 'B', 'C', 'D', 'E']"
5,bad,"['U', 'n', 'a', 'b', 'l']"
6,bad,"['U', 'n', 'a', 'b', 'l']"
7,good,"['A', 'B', 'C', 'D', 'E']"
8,bad,"['U', 'n', 'a', 'b', 'l']"
9,good,"['A', 'C', 'D', 'F', 'G']"
10,bad,"['U', 'n', 'a', 'b', 'l']"
11,bad,"['T', 'h', 'e', 'r', 'e']"
12,bad,"['T', 'h', 'e', 'r', 'e']"
13,bad,"['U', 'n', 'a', 'b', 'l']"
14,bad,"['T', 'h', 'e', 'r', 'e']"
15,good,"['A', 'B', 'C', 'D', 'E']"
16,bad,"['U', 'n', 'a', 'b', 'l']"
17,bad,"['U', 'n', 'a', 'b', 'l']"
18,good,"['C', 'D', 'E', 'F', 'I']"
19,bad,"['W', 'i', 't', 'h', 'o']"
20,bad,"['T', 'h', 'e', 'r', 'e']"
21,bad,"['N', 'o', 't', 'e', 'n']"
22,good,"['F', 'G', 'A', 'B', 'C']"
23,good,"['D', 'F', 'A', 'C', 'B']"
24,bad,"['T', 'h', 'e', 'r', 'e']"
25,good,"['F', 'G', 'L', 'M', 'C']"
26,bad,"['I', 'f', 'w', 'e', 'h']"
27,bad,"['U', 'n', 'a', 'b', 'l']"
28,good,"['C', 'D', 'F', 'G', 'H']"
29,bad,"['T', 'h', 'e', 'r', 'e']"
30,bad,"['U', 'n', 'a', 'b', 'l']"
31,good,"['A', 'D', 'B', 'C', 'E']"
32,bad,"['T', 'h', 'e', 'r', 'e']"
33,bad,"['U', 'n', 'a', 'b', 'l']"
34,bad,"['U', 'n', 'a', 'b', 'l']"
35,bad,"['U', 'n', 'a', 'b', 'l']"
36,bad,"['W', 'i', 't', 'h', 'o']"
37,bad,"['U', 'n', 'a', 'b', 'l']"
38,good,"['A', 'D', 'E', 'I', 'K']"
39,bad,"['a', 'r', 'o', 'u', 'g']"
40,good,"['A', 'C', 'F', 'G', 'H']"
41,bad,[]
42,bad,"['U', 'n', 'a', 'b', 'l']"
43,bad,"['T', 'h', 'e', 'r', 'e']"
44,good,"['A', 'B', 'C', 'D', 'E']"
45,good,"['A', 'B', 'C', 'D', 'E']"
46,bad,"['U', 'n', 'a', 'b', 'l']"
47,good,"['A', 'B', 'C', 'D', 'E']"
48,good,"['D', 'F', 'H', 'A', 'B']"
49,bad,"['T', 'h', 'e', 'r', 'e']"
50,bad,"['U', 'n', 'a', 'b', 'l']"
51,good,"['D', 'G', 'I', 'B', 'F']"
52,good,"['A', 'B', 'C', 'D', 'E']"
53,bad,"['T', 'h', 'e', 'r', 'e']"
54,bad,"['T', 'h', 'e', 'r', 'e']"
55,bad,"['U', 'n', 'a', 'b', 'l']"
56,bad,"['B', 'a', 's', 'e', 'd']"
57,good,"['A', 'B', 'C', 'D', 'E']"
58,bad,"['U', 'n', 'a', 'b', 'l']"
59,bad,"['T', 'h', 'e', 'r', 'e']"
60,bad,"['U', 'n', 'a', 'b', 'l']"
61,good,"['A', 'D', 'E', 'F', 'G']"
62,bad,"['T', 'h', 'e', 'r', 'e']"
63,bad,"['B', 'a', 's', 'e', 'd']"
64,bad,"['U', 'n', 'a', 'b', 'l']"
65,good,"['A', 'D', 'F', 'G', 'E']"
66,bad,"['U', 'n', 'a', 'b', 'l']"
67,bad,"['T', 'h', 'e', 'r', 'e']"
68,good,"['F', 'G', 'H', 'L', 'M']"
69,bad,"['U', 'n', 'a', 'b', 'l']"
70,bad,"['T', 'h', 'e', 'r', 'e']"
71,bad,"['U', 'n', 'a', 'b', 'l']"
72,bad,"['T', 'h', 'e', 'r', 'e']"
73,bad,"['B', 'a', 's', 'e', 'd']"
74,good,"['A', 'D', 'F', 'I', 'K']"
75,good,"['D', 'I', 'K', 'F', 'G']"
76,good,"['A', 'B', 'C', 'D', 'E']"
77,good,"['A', 'D', 'F', 'G', 'M']"
78,good,"['D', 'H', 'J', 'L', 'M']"
79,bad,"['U', 'n', 'a', 'b', 'l']"
80,bad,"['I', 'f', 'w', 'e', 'w']"
81,bad,"['U', 'n', 'a', 'b', 'l']"
82,good,"['A', 'C', 'F', 'G', 'H']"
83,good,"['A', 'D', 'E', 'B', 'C']"
84,bad,"['U', 'n', 'a', 'b', 'l']"
85,bad,"['T', 'h', 'e', 'r', 'e']"
86,unsolvable,"['T', 'h', 'e', 'r', 'e']"
87,good,"['D', 'F', 'G', 'L', 'E']"
88,bad,"['U', 'n', 'a', 'b', 'l']"
89,bad,"['T', 'h', 'e', 'r', 'e']"
90,bad,"['U', 'n', 'a', 'b', 'l']"
91,good,"['G', 'H', 'L', 'C', 'F']"
92,good,"['D', 'F', 'E', 'I', 'K']"
93,bad,"['1', '1', '3', '5']"
94,bad,"['U', 'n', 'a', 'b', 'l']"
95,good,"['A', 'B', 'C', 'D', 'E']"
96,bad,"['U', 'n', 'a', 'b', 'l']"
97,bad,"['U', 'n', 'a', 'b', 'l']"
98,bad,"['U', 'n', 'a', 'b', 'l']"
99,good,"['G', 'H', 'I', 'J', 'K']"
