index,good/bad/unsolvable,reply
0,good,"['A', 'C', 'B', 'D']"
1,good,"['C', 'B', 'A', 'D']"
2,good,"['C', 'A', 'B', 'D']"
3,good,"['A', 'C', 'B', 'D']"
4,good,"['A', 'B', 'C', 'D']"
5,good,"['A', 'C', 'B', 'D']"
6,good,"['A', 'C', 'B', 'D']"
7,good,"['A', 'C', 'D', 'B']"
8,good,"['C', 'A', 'D', 'B']"
9,unsolvable,"['A', 'B', 'C', 'D']"
10,unsolvable,"['A', 'B', 'C', 'D']"
11,good,"['C', 'A', 'D', 'B']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['C', 'B', 'A', 'D']"
14,good,"['A', 'C', 'B', 'D']"
15,good,"['C', 'A', 'B', 'D']"
16,good,"['A', 'C', 'D', 'B']"
17,good,"['A', 'C', 'D', 'B']"
18,unsolvable,"['A', 'C', 'B', 'D']"
19,good,"['A', 'C', 'B', 'D']"
20,unsolvable,"['C', 'D', 'B', 'A']"
21,good,"['A', 'C', 'D', 'B']"
22,good,"['A', 'B', 'C', 'D']"
23,good,"['C', 'A', 'B', 'D']"
24,unsolvable,"['A', 'C', 'B', 'D']"
25,good,"['A', 'C', 'D', 'B']"
26,good,"['C', 'A', 'D', 'B']"
27,unsolvable,"['A', 'B', 'C', 'D']"
28,good,"['A', 'C', 'B', 'D']"
29,unsolvable,"['A', 'C', 'B', 'D']"
30,good,"['A', 'C', 'B', 'D']"
31,good,"['A', 'C', 'B', 'D']"
32,good,"['A', 'C', 'D', 'B']"
33,good,"['A', 'C', 'D', 'B']"
34,good,"['C', 'B', 'A', 'D']"
35,good,"['C', 'A', 'D', 'B']"
36,good,"['C', 'A', 'D', 'B']"
37,good,"['C', 'A', 'D', 'B']"
38,good,"['A', 'C', 'B', 'D']"
39,unsolvable,"['A', 'C', 'B', 'D']"
40,good,"['A', 'C', 'B', 'D']"
41,good,"['A', 'C', 'B', 'D']"
42,good,"['A', 'C', 'B', 'D']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['C', 'A', 'D', 'B']"
45,good,"['A', 'C', 'B', 'D']"
46,good,"['C', 'A', 'D', 'B']"
47,unsolvable,"['C', 'A', 'D', 'B']"
48,good,"['A', 'C', 'B', 'D']"
49,good,"['A', 'C', 'B', 'D']"
50,good,"['A', 'C', 'B', 'D']"
51,good,"['A', 'B', 'D', 'C']"
52,unsolvable,"['A', 'B', 'C', 'D']"
53,good,"['A', 'C', 'B', 'D']"
54,good,"['A', 'C', 'B', 'D']"
55,good,"['A', 'C', 'D', 'B']"
56,good,"['C', 'A', 'D', 'B']"
57,good,"['A', 'B', 'C', 'D']"
58,good,"['A', 'C', 'B', 'D']"
59,good,"['A', 'C', 'D', 'B']"
60,good,"['C', 'A', 'D', 'B']"
61,good,"['A', 'C', 'D', 'B']"
62,unsolvable,"['B', 'C', 'A', 'D']"
63,good,"['A', 'C', 'B', 'D']"
64,good,"['A', 'C', 'B', 'D']"
65,good,"['A', 'C', 'B', 'D']"
66,unsolvable,"['A', 'C', 'B', 'D']"
67,unsolvable,"['A', 'C', 'B', 'D']"
68,good,"['A', 'C', 'D', 'B']"
69,good,"['A', 'C', 'D', 'B']"
70,good,"['A', 'B', 'C', 'D']"
71,good,"['A', 'C', 'B', 'D']"
72,good,"['C', 'A', 'D', 'B']"
73,good,"['A', 'B', 'C', 'D']"
74,good,"['C', 'A', 'B', 'D']"
75,good,"['C', 'A', 'B', 'D']"
76,good,"['A', 'D', 'C', 'B']"
77,good,"['A', 'B', 'D', 'C']"
78,good,"['A', 'C', 'B', 'D']"
79,good,"['A', 'C', 'B', 'D']"
80,good,"['C', 'A', 'D', 'B']"
81,good,"['A', 'B', 'C', 'D']"
82,good,"['A', 'C', 'B', 'D']"
83,unsolvable,"['C', 'A', 'D', 'B']"
84,good,"['A', 'D', 'C', 'B']"
85,good,"['A', 'C', 'B', 'D']"
86,good,"['A', 'B', 'C', 'D']"
87,good,"['A', 'C', 'D', 'B']"
88,good,"['A', 'C', 'B', 'D']"
89,good,"['A', 'C', 'B', 'D']"
90,good,"['A', 'C', 'D', 'B']"
91,good,"['A', 'C', 'D', 'B']"
92,good,"['A', 'C', 'D', 'B']"
93,good,"['A', 'B', 'C', 'D']"
94,good,"['A', 'C', 'B', 'D']"
95,good,"['A', 'C', 'B', 'D']"
96,good,"['C', 'A', 'B', 'D']"
97,unsolvable,"['A', 'C', 'B', 'D']"
98,good,"['A', 'C', 'B', 'D']"
99,good,"['A', 'C', 'B', 'D']"
