index,good/bad/unsolvable,reply
0,good,"['D', 'A', 'B', 'E', 'F']"
1,good,"['D', 'C', 'B', 'A', 'G']"
2,good,"['G', 'D', 'B', 'E', 'F']"
3,good,"['A', 'D', 'B', 'F', 'H']"
4,good,"['B', 'D', 'H', 'K', 'F']"
5,good,"['D', 'B', 'M', 'A', 'F']"
6,good,"['D', 'C', 'A', 'B', 'M']"
7,good,"['D', 'J', 'B', 'A', 'C']"
8,good,"['D', 'G', 'L', 'B', 'A']"
9,good,"['D', 'B', 'J', 'A', 'C']"
10,good,"['D', 'B', 'A', 'C', 'F']"
11,good,"['D', 'C', 'B', 'A', 'G']"
12,good,"['D', 'C', 'F', 'A', 'B']"
13,good,"['D', 'B', 'K', 'A', 'C']"
14,good,"['D', 'G', 'M', 'A', 'F']"
15,good,"['D', 'A', 'C', 'E', 'M']"
16,good,"['A', 'L', 'D', 'B', 'F']"
17,good,"['D', 'B', 'A', 'C', 'E']"
18,good,"['D', 'F', 'B', 'H', 'J']"
19,good,"['D', 'A', 'C', 'E', 'B']"
20,good,"['D', 'C', 'H', 'K', 'B']"
21,good,"['A', 'D', 'C', 'F', 'H']"
22,good,"['D', 'A', 'B', 'C', 'E']"
23,good,"['I', 'D', 'B', 'H', 'G']"
24,good,"['D', 'C', 'B', 'J', 'L']"
25,good,"['D', 'A', 'B', 'C', 'F']"
26,good,"['D', 'L', 'H', 'B', 'A']"
27,good,"['D', 'F', 'H', 'A', 'B']"
28,good,"['D', 'B', 'H', 'A', 'C']"
29,good,"['D', 'F', 'C', 'A', 'B']"
30,good,"['F', 'D', 'C', 'A', 'B']"
31,good,"['G', 'D', 'K', 'M', 'L']"
32,good,"['D', 'A', 'B', 'C', 'G']"
33,good,"['A', 'D', 'B', 'G', 'K']"
34,good,"['A', 'D', 'F', 'H', 'L']"
35,good,"['D', 'H', 'A', 'B', 'E']"
36,good,"['D', 'B', 'A', 'G', 'I']"
37,good,"['D', 'L', 'C', 'K', 'A']"
38,good,"['A', 'D', 'B', 'E', 'F']"
39,good,"['A', 'D', 'C', 'F', 'J']"
40,good,"['A', 'D', 'G', 'C', 'K']"
41,good,"['D', 'A', 'B', 'C', 'E']"
42,good,"['D', 'C', 'H', 'K', 'M']"
43,good,"['D', 'E', 'K', 'J', 'I']"
44,good,"['D', 'C', 'B', 'A', 'E']"
45,good,"['D', 'A', 'C', 'F', 'H']"
46,good,"['A', 'D', 'G', 'B', 'J']"
47,good,"['D', 'C', 'B', 'F', 'H']"
48,good,"['D', 'E', 'B', 'C', 'A']"
49,good,"['A', 'C', 'D', 'E', 'F']"
50,good,"['D', 'B', 'C', 'A', 'I']"
51,good,"['F', 'D', 'E', 'B', 'A']"
52,good,"['D', 'K', 'M', 'B', 'A']"
53,good,"['D', 'B', 'A', 'F', 'H']"
54,good,"['D', 'B', 'C', 'A', 'E']"
55,good,"['D', 'C', 'B', 'J', 'L']"
56,good,"['A', 'D', 'C', 'F', 'B']"
57,good,"['D', 'B', 'C', 'A', 'E']"
58,good,"['D', 'C', 'I', 'J', 'F']"
59,good,"['D', 'B', 'H', 'I', 'E']"
60,good,"['D', 'B', 'C', 'F', 'H']"
61,good,"['D', 'B', 'K', 'L', 'A']"
62,good,"['D', 'B', 'A', 'C', 'E']"
63,good,"['D', 'K', 'B', 'H', 'F']"
64,good,"['D', 'B', 'A', 'C', 'F']"
65,good,"['D', 'B', 'C', 'J', 'K']"
66,good,"['D', 'A', 'I', 'M', 'G']"
67,good,"['D', 'H', 'M', 'F', 'K']"
68,good,"['D', 'B', 'G', 'A', 'I']"
69,good,"['D', 'C', 'A', 'E', 'B']"
70,good,"['D', 'A', 'K', 'L', 'M']"
71,good,"['H', 'D', 'B', 'A', 'C']"
72,good,"['J', 'F', 'D', 'C', 'A']"
73,good,"['D', 'C', 'J', 'K', 'L']"
74,good,"['I', 'D', 'H', 'L', 'F']"
75,good,"['M', 'L', 'K', 'J', 'I']"
76,good,"['D', 'B', 'A', 'C', 'E']"
77,good,"['A', 'D', 'B', 'F', 'G']"
78,good,"['H', 'D', 'B', 'C', 'F']"
79,good,"['D', 'B', 'A', 'C', 'F']"
80,good,"['F', 'D', 'C', 'B', 'A']"
81,good,"['H', 'D', 'A', 'B', 'C']"
82,good,"['D', 'B', 'H', 'K', 'A']"
83,good,"['D', 'C', 'B', 'A', 'L']"
84,good,"['A', 'L', 'D', 'B', 'F']"
85,good,"['D', 'I', 'M', 'B', 'C']"
86,unsolvable,"['n', 'o', 't', 'p', 'o']"
87,good,"['A', 'G', 'K', 'I', 'D']"
88,good,"['D', 'C', 'A', 'H', 'L']"
89,good,"['D', 'A', 'M', 'B', 'E']"
90,good,"['C', 'G', 'I', 'K', 'B']"
91,good,"['D', 'K', 'A', 'B', 'C']"
92,good,"['D', 'A', 'B', 'E', 'F']"
93,good,"['D', 'A', 'F', 'I', 'M']"
94,good,"['D', 'C', 'A', 'B', 'E']"
95,good,"['D', 'H', 'B', 'A', 'F']"
96,good,"['D', 'A', 'E', 'F', 'K']"
97,good,"['D', 'E', 'H', 'K', 'M']"
98,good,"['D', 'B', 'A', 'C', 'F']"
99,good,"['D', 'B', 'A', 'C', 'H']"
