index,good/bad/unsolvable,reply
0,unsolvable,"['A', 'B', 'C', 'D', 'E']"
1,good,"['B', 'A', 'C', 'D', 'E']"
2,good,"['A', 'B', 'C', 'D', 'E']"
3,good,"['A', 'B', 'C', 'D', 'E']"
4,good,"['A', 'B', 'C', 'D', 'E']"
5,good,"['A', 'B', 'C', 'D', 'E']"
6,good,"['A', 'B', 'C', 'F', 'D']"
7,good,"['A', 'B', 'F', 'C', 'D']"
8,good,"['A', 'B', 'C', 'D', 'E']"
9,good,"['A', 'B', 'C', 'E', 'F']"
10,good,"['A', 'B', 'C', 'F', 'D']"
11,good,"['A', 'C', 'B', 'F', 'D']"
12,good,"['A', 'B', 'C', 'D', 'E']"
13,good,"['A', 'B', 'C', 'E', 'F']"
14,good,"['A', 'B', 'C', 'D', 'E']"
15,good,"['A', 'B', 'C', 'D', 'E']"
16,good,"['A', 'C', 'B', 'D', 'E']"
17,good,"['A', 'B', 'C', 'D', 'E']"
18,good,"['A', 'B', 'C', 'D', 'E']"
19,good,"['C', 'A', 'E', 'B', 'D']"
20,good,"['A', 'B', 'E', 'F', 'C']"
21,good,"['A', 'B', 'C', 'E', 'D']"
22,good,"['A', 'B', 'C', 'D', 'E']"
23,good,"['A', 'C', 'B', 'F', 'D']"
24,good,"['A', 'B', 'C', 'D', 'E']"
25,good,"['A', 'B', 'C', 'D', 'E']"
26,good,"['B', 'A', 'C', 'F', 'E']"
27,good,"['A', 'C', 'E', 'B', 'D']"
28,good,"['B', 'A', 'C', 'F', 'D']"
29,good,"['B', 'A', 'C', 'F', 'D']"
30,good,"['B', 'C', 'E', 'D', 'A']"
31,good,"['B', 'C', 'A', 'F', 'D']"
32,good,"['A', 'B', 'C', 'D', 'E']"
33,good,"['A', 'C', 'B', 'D', 'E']"
34,good,"['B', 'C', 'A', 'D', 'E']"
35,good,"['A', 'B', 'C', 'D', 'E']"
36,good,"['A', 'B', 'C', 'D', 'E']"
37,good,"['B', 'A', 'C', 'F', 'E']"
38,good,"['A', 'B', 'C', 'F', 'D']"
39,good,"['C', 'F', 'A', 'D', 'B']"
40,good,"['A', 'B', 'C', 'D', 'E']"
41,good,"['A', 'B', 'C', 'D', 'E']"
42,good,"['A', 'C', 'E', 'B', 'D']"
43,good,"['B', 'C', 'E', 'A', 'D']"
44,good,"['A', 'B', 'C', 'D', 'E']"
45,good,"['A', 'B', 'C', 'D', 'E']"
46,good,"['A', 'B', 'C', 'F', 'D']"
47,good,"['C', 'B', 'D', 'A', 'E']"
48,unsolvable,"['F', 'D', 'B', 'A', 'C']"
49,good,"['A', 'B', 'C', 'D', 'E']"
50,good,"['B', 'C', 'F', 'D', 'A']"
51,good,"['B', 'A', 'C', 'E', 'D']"
52,good,"['A', 'B', 'F', 'C', 'D']"
53,good,"['B', 'C', 'A', 'E', 'F']"
54,good,"['A', 'B', 'C', 'D', 'E']"
55,good,"['A', 'B', 'C', 'F', 'D']"
56,unsolvable,"['C', 'B', 'D', 'A', 'E']"
57,good,"['A', 'B', 'C', 'D', 'F']"
58,good,"['A', 'B', 'C', 'D', 'E']"
59,good,"['A', 'B', 'C', 'F', 'D']"
60,good,"['A', 'B', 'C', 'F', 'E']"
61,good,"['A', 'B', 'C', 'D', 'E']"
62,good,"['A', 'B', 'C', 'D', 'E']"
63,good,"['A', 'B', 'C', 'F', 'D']"
64,good,"['B', 'C', 'F', 'D', 'A']"
65,good,"['B', 'A', 'C', 'D', 'F']"
66,good,"['A', 'B', 'C', 'D', 'E']"
67,good,"['A', 'B', 'C', 'D', 'E']"
68,good,"['A', 'B', 'C', 'D', 'E']"
69,good,"['A', 'B', 'C', 'F', 'D']"
70,good,"['A', 'B', 'C', 'D', 'E']"
71,good,"['B', 'C', 'A', 'E', 'D']"
72,good,"['B', 'C', 'A', 'D', 'F']"
73,good,"['A', 'B', 'C', 'E', 'D']"
74,good,"['A', 'B', 'C', 'D', 'E']"
75,good,"['A', 'B', 'C', 'F', 'D']"
76,good,"['B', 'C', 'A', 'F', 'D']"
77,unsolvable,"['A', 'B', 'C', 'D', 'E']"
78,good,"['A', 'C', 'B', 'D', 'F']"
79,good,"['A', 'B', 'C', 'F', 'D']"
80,good,"['A', 'B', 'C', 'D', 'E']"
81,good,"['A', 'B', 'C', 'D', 'E']"
82,good,"['A', 'B', 'C', 'D', 'E']"
83,good,"['A', 'B', 'C', 'F', 'D']"
84,good,"['A', 'B', 'C', 'E', 'D']"
85,good,"['A', 'B', 'C', 'D', 'E']"
86,good,"['A', 'B', 'C', 'D', 'E']"
87,good,"['A', 'B', 'C', 'E', 'F']"
88,good,"['A', 'B', 'C', 'D', 'E']"
89,good,"['A', 'B', 'C', 'D', 'E']"
90,good,"['A', 'B', 'C', 'D', 'E']"
91,good,"['A', 'C', 'B', 'D', 'E']"
92,good,"['A', 'B', 'C', 'F', 'D']"
93,good,"['A', 'B', 'C', 'D', 'F']"
94,good,"['A', 'B', 'C', 'D', 'E']"
95,good,"['A', 'B', 'C', 'D', 'E']"
96,good,"['B', 'A', 'C', 'F', 'E']"
97,good,"['A', 'B', 'C', 'D', 'E']"
98,good,"['A', 'C', 'B', 'F', 'D']"
99,good,"['B', 'C', 'D', 'A', 'E']"
