index,good/bad/unsolvable,reply
0,good,"['D', 'E', 'F', 'I', 'H']"
1,good,"['D', 'C', 'I', 'G', 'H']"
2,good,"['L', 'H', 'D', 'J', 'B']"
3,good,"['D', 'B', 'A', 'C', 'E']"
4,good,"['D', 'H', 'J', 'B', 'A']"
5,good,"['D', 'B', 'C', 'A', 'L']"
6,good,"['E', 'I', 'D', 'B', 'M']"
7,good,"['D', 'C', 'F', 'E', 'H']"
8,good,"['D', 'B', 'C', 'A', 'E']"
9,good,"['D', 'C', 'A', 'M', 'B']"
10,good,"['D', 'F', 'L', 'I', 'A']"
11,good,"['D', 'C', 'J', 'F', 'G']"
12,good,"['D', 'C', 'B', 'A', 'H']"
13,good,"['D', 'E', 'J', 'K', 'M']"
14,good,"['D', 'M', 'B', 'L', 'C']"
15,good,"['D', 'E', 'B', 'F', 'L']"
16,good,"['H', 'D', 'C', 'A', 'E']"
17,good,"['D', 'A', 'F', 'H', 'I']"
18,good,"['M', 'K', 'J', 'I', 'H']"
19,good,"['M', 'L', 'I', 'H', 'G']"
20,good,"['D', 'H', 'I', 'C', 'B']"
21,good,"['D', 'A', 'E', 'H', 'J']"
22,good,"['D', 'B', 'C', 'A', 'F']"
23,good,"['D', 'I', 'K', 'B', 'A']"
24,good,"['D', 'G', 'K', 'C', 'J']"
25,good,"['H', 'D', 'G', 'C', 'K']"
26,good,"['D', 'C', 'I', 'E', 'M']"
27,good,"['D', 'C', 'L', 'I', 'F']"
28,good,"['D', 'G', 'J', 'A', 'B']"
29,good,"['D', 'M', 'A', 'B', 'C']"
30,good,"['D', 'M', 'H', 'K', 'L']"
31,good,"['D', 'C', 'J', 'I', 'M']"
32,good,"['A', 'D', 'C', 'F', 'L']"
33,good,"['A', 'B', 'C', 'D', 'E']"
34,good,"['D', 'B', 'E', 'F', 'H']"
35,good,"['D', 'B', 'E', 'C', 'A']"
36,good,"['D', 'C', 'A', 'B', 'F']"
37,good,"['C', 'D', 'E', 'I', 'K']"
38,good,"['D', 'H', 'C', 'B', 'I']"
39,good,"['D', 'J', 'C', 'A', 'B']"
40,good,"['L', 'I', 'F', 'D', 'C']"
41,good,"['H', 'I', 'B', 'K', 'M']"
42,good,"['D', 'A', 'F', 'J', 'K']"
43,good,"['D', 'H', 'A', 'F', 'I']"
44,good,"['D', 'A', 'K', 'B', 'C']"
45,good,"['D', 'E', 'B', 'G', 'H']"
46,good,"['M', 'D', 'H', 'K', 'G']"
47,good,"['D', 'B', 'G', 'F', 'E']"
48,good,"['D', 'C', 'L', 'A', 'B']"
49,good,"['D', 'C', 'I', 'L', 'A']"
50,good,"['D', 'B', 'C', 'A', 'J']"
51,good,"['D', 'C', 'E', 'F', 'G']"
52,good,"['E', 'D', 'C', 'B', 'A']"
53,good,"['D', 'B', 'F', 'G', 'K']"
54,good,"['D', 'A', 'B', 'L', 'C']"
55,good,"['D', 'B', 'F', 'G', 'A']"
56,good,"['M', 'C', 'A', 'D', 'B']"
57,good,"['D', 'B', 'C', 'A', 'G']"
58,good,"['J', 'D', 'G', 'F', 'I']"
59,good,"['D', 'F', 'J', 'C', 'L']"
60,good,"['D', 'F', 'L', 'A', 'G']"
61,good,"['D', 'C', 'B', 'A', 'I']"
62,good,"['D', 'B', 'C', 'A', 'I']"
63,good,"['D', 'G', 'M', 'B', 'A']"
64,good,"['D', 'H', 'K', 'L', 'A']"
65,good,"['A', 'D', 'C', 'I', 'M']"
66,good,"['J', 'F', 'G', 'D', 'C']"
67,good,"['D', 'F', 'I', 'B', 'K']"
68,good,"['M', 'G', 'C', 'D', 'L']"
69,good,"['D', 'C', 'K', 'L', 'A']"
70,good,"['D', 'G', 'C', 'A', 'B']"
71,good,"['D', 'H', 'I', 'M', 'C']"
72,good,"['D', 'K', 'A', 'C', 'M']"
73,good,"['D', 'F', 'B', 'A', 'C']"
74,good,"['A', 'D', 'L', 'F', 'I']"
75,good,"['D', 'C', 'A', 'B', 'E']"
76,good,"['D', 'J', 'A', 'F', 'K']"
77,good,"['D', 'M', 'C', 'B', 'F']"
78,good,"['D', 'I', 'M', 'E', 'G']"
79,good,"['A', 'D', 'F', 'G', 'I']"
80,good,"['C', 'D', 'M', 'A', 'B']"
81,good,"['D', 'C', 'F', 'K', 'L']"
82,good,"['D', 'G', 'C', 'F', 'L']"
83,good,"['D', 'L', 'A', 'F', 'H']"
84,good,"['D', 'C', 'B', 'A', 'E']"
85,good,"['D', 'A', 'C', 'E', 'F']"
86,unsolvable,"['I', 'G', 'C', 'B', 'H']"
87,good,"['D', 'A', 'F', 'G', 'L']"
88,good,"['A', 'D', 'F', 'C', 'B']"
89,good,"['D', 'H', 'J', 'A', 'C']"
90,good,"['M', 'D', 'C', 'B', 'A']"
91,good,"['G', 'D', 'J', 'M', 'B']"
92,good,"['D', 'F', 'C', 'E', 'G']"
93,good,"['A', 'D', 'F', 'H', 'M']"
94,good,"['D', 'C', 'A', 'B', 'K']"
95,good,"['D', 'A', 'B', 'C', 'E']"
96,good,"['D', 'A', 'F', 'H', 'K']"
97,good,"['E', 'D', 'C', 'B', 'M']"
98,good,"['D', 'C', 'F', 'B', 'A']"
99,good,"['D', 'C', 'G', 'K', 'H']"
