index,good/bad/unsolvable,reply
0,unsolvable,"['W', 'i', 't', 'h', 'o']"
1,good,"['A', 'B', 'C', 'D', 'E']"
2,good,"['A', 'D', 'B', 'C', 'E']"
3,good,"['A', 'B', 'C', 'D', 'E']"
4,good,"['A', 'B', 'C', 'D', 'E']"
5,good,"['A', 'F', 'B', 'C', 'D']"
6,good,"['A', 'B', 'C', 'D', 'E']"
7,good,"['A', 'D', 'B', 'C', 'E']"
8,good,"['A', 'D', 'B', 'C', 'E']"
9,good,"['A', 'B', 'C', 'D', 'E']"
10,good,"['A', 'B', 'C', 'D', 'E']"
11,good,"['A', 'B', 'C', 'D', 'E']"
12,good,"['A', 'B', 'D', 'C', 'E']"
13,good,"['A', 'E', 'F', 'B', 'C']"
14,good,"['A', 'B', 'E', 'F', 'C']"
15,good,"['A', 'B', 'C', 'D', 'E']"
16,good,"['A', 'D', 'F', 'B', 'C']"
17,good,"['A', 'D', 'E', 'B', 'C']"
18,bad,"['U', 'n', 'a', 'b', 'l']"
19,good,"['A', 'D', 'B', 'C', 'E']"
20,good,"['A', 'B', 'C', 'D', 'E']"
21,good,"['A', 'C', 'B', 'D', 'E']"
22,good,"['A', 'B', 'C', 'E', 'F']"
23,good,"['A', 'D', 'B', 'C', 'E']"
24,good,"['A', 'F', 'B', 'C', 'D']"
25,good,"['A', 'C', 'D', 'E', 'F']"
26,good,"['A', 'B', 'E', 'C', 'D']"
27,bad,"['T', 'h', 'e', 'r', 'e']"
28,good,"['A', 'B', 'E', 'C', 'F']"
29,good,"['A', 'D', 'B', 'C', 'E']"
30,good,"['A', 'B', 'C', 'D', 'F']"
31,good,"['A', 'B', 'C', 'D', 'E']"
32,good,"['A', 'E', 'B', 'C', 'D']"
33,good,"['A', 'B', 'C', 'D', 'E']"
34,good,"['A', 'B', 'C', 'D', 'E']"
35,bad,"['U', 'n', 'a', 'b', 'l']"
36,good,"['A', 'B', 'C', 'D', 'F']"
37,good,"['A', 'B', 'C', 'D', 'E']"
38,good,"['A', 'E', 'B', 'C', 'D']"
39,good,"['A', 'B', 'C', 'D', 'E']"
40,good,"['A', 'B', 'C', 'E', 'F']"
41,good,"['A', 'B', 'C', 'D', 'E']"
42,good,"['A', 'B', 'C', 'D', 'E']"
43,good,"['A', 'B', 'C', 'D', 'E']"
44,good,"['A', 'B', 'C', 'D', 'E']"
45,good,"['A', 'B', 'E', 'F', 'C']"
46,good,"['A', 'B', 'C', 'D', 'E']"
47,good,"['A', 'B', 'C', 'D', 'E']"
48,unsolvable,"['A', 'B', 'C', 'D', 'E']"
49,good,"['A', 'B', 'C', 'D', 'E']"
50,good,"['A', 'D', 'B', 'C', 'E']"
51,good,"['A', 'B', 'C', 'F', 'E']"
52,good,"['A', 'B', 'C', 'E', 'F']"
53,good,"['A', 'D', 'B', 'C', 'E']"
54,good,"['A', 'B', 'C', 'D', 'E']"
55,good,"['A', 'D', 'F', 'B', 'C']"
56,unsolvable,"['A', 'B', 'C', 'D', 'E']"
57,good,"['A', 'B', 'C', 'D', 'E']"
58,bad,"['G', 'i', 'v', 'e', 'n']"
59,good,"['A', 'B', 'C', 'D', 'E']"
60,good,"['A', 'B', 'C', 'D', 'E']"
61,good,"['A', 'B', 'C', 'D', 'E']"
62,good,"['A', 'C', 'E', 'F', 'B']"
63,bad,[]
64,good,"['A', 'D', 'B', 'C', 'E']"
65,bad,"['T', 'h', 'e', 'r', 'e']"
66,good,"['A', 'B', 'C', 'D', 'E']"
67,good,"['A', 'B', 'C', 'D', 'E']"
68,good,"['A', 'B', 'C', 'F', 'D']"
69,good,"['A', 'B', 'C', 'D', 'E']"
70,good,"['A', 'B', 'C', 'D', 'E']"
71,bad,"['U', 'n', 'a', 'b', 'l']"
72,good,"['A', 'B', 'C', 'D', 'E']"
73,good,"['A', 'B', 'C', 'D', 'E']"
74,good,"['A', 'B', 'C', 'D', 'E']"
75,good,"['A', 'E', 'B', 'C', 'F']"
76,good,"['A', 'B', 'C', 'E', 'D']"
77,unsolvable,"['W', 'i', 't', 'h', 'o']"
78,good,"['A', 'B', 'C', 'D', 'E']"
79,good,"['A', 'B', 'C', 'E', 'D']"
80,good,"['A', 'D', 'F', 'B', 'C']"
81,good,"['A', 'B', 'C', 'D', 'E']"
82,good,"['A', 'B', 'C', 'E', 'F']"
83,good,"['A', 'D', 'B', 'C', 'E']"
84,good,"['A', 'B', 'C', 'D', 'E']"
85,good,"['A', 'B', 'C', 'D', 'E']"
86,good,"['D', 'F', 'A', 'B', 'C']"
87,good,"['A', 'B', 'C', 'D', 'E']"
88,good,"['C', 'B', 'A', 'D', 'E']"
89,good,"['A', 'B', 'C', 'D', 'E']"
90,good,"['A', 'B', 'C', 'D', 'E']"
91,bad,"['T', 'h', 'e', 'r', 'e']"
92,good,"['A', 'B', 'E', 'F', 'C']"
93,good,"['A', 'B', 'C', 'D', 'E']"
94,good,"['A', 'B', 'C', 'D', 'E']"
95,good,"['A', 'B', 'C', 'D', 'E']"
96,good,"['A', 'B', 'C', 'D', 'E']"
97,good,"['A', 'B', 'C', 'D', 'E']"
98,bad,"['T', 'h', 'e', 'r', 'e']"
99,good,"['A', 'B', 'C', 'D', 'E']"
