index,good/bad/unsolvable,reply
0,good,"['A', 'B', 'C', 'D']"
1,good,"['C', 'A', 'D', 'B']"
2,good,"['A', 'B', 'C', 'D']"
3,good,"['A', 'B', 'C', 'D']"
4,good,"['A', 'C', 'B', 'D']"
5,good,"['A', 'C', 'D', 'B']"
6,good,"['C', 'A', 'D', 'B']"
7,good,"['A', 'C', 'B', 'D']"
8,good,"['A', 'C', 'D', 'B']"
9,unsolvable,"['D', 'A', 'C', 'B']"
10,unsolvable,"['A', 'C', 'B', 'D']"
11,good,"['A', 'C', 'B', 'D']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['A', 'C', 'D', 'B']"
14,good,"['A', 'C', 'B', 'D']"
15,good,"['A', 'C', 'B', 'D']"
16,good,"['A', 'C', 'D', 'B']"
17,good,"['A', 'C', 'D', 'B']"
18,unsolvable,"['A', 'C', 'B', 'D']"
19,good,"['A', 'B', 'C', 'D']"
20,unsolvable,"['A', 'C', 'B', 'D']"
21,good,"['A', 'C', 'D', 'B']"
22,good,"['A', 'B', 'C', 'D']"
23,good,"['A', 'C', 'D', 'B']"
24,unsolvable,"['A', 'C', 'B', 'D']"
25,good,"['A', 'C', 'B', 'D']"
26,good,"['A', 'C', 'D', 'B']"
27,unsolvable,"['A', 'B', 'C', 'D']"
28,good,"['A', 'C', 'D', 'B']"
29,unsolvable,"['A', 'B', 'C', 'D']"
30,good,"['A', 'C', 'D', 'B']"
31,good,"['A', 'C', 'B', 'D']"
32,good,"['A', 'B', 'C', 'D']"
33,good,"['A', 'C', 'B', 'D']"
34,good,"['A', 'C', 'B', 'D']"
35,good,"['A', 'C', 'B', 'D']"
36,good,"['A', 'C', 'D', 'B']"
37,good,"['A', 'C', 'D', 'B']"
38,good,"['A', 'D', 'C', 'B']"
39,unsolvable,"['A', 'B', 'C', 'D']"
40,good,"['C', 'A', 'B', 'D']"
41,good,"['A', 'C', 'B', 'D']"
42,good,"['A', 'B', 'D', 'C']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['A', 'C', 'B', 'D']"
45,good,"['A', 'C', 'D', 'B']"
46,good,"['A', 'B', 'C', 'D']"
47,unsolvable,"['A', 'B', 'C', 'D']"
48,good,"['A', 'B', 'C', 'D']"
49,good,"['A', 'C', 'B', 'D']"
50,good,"['A', 'C', 'D', 'B']"
51,good,"['A', 'C', 'B', 'D']"
52,unsolvable,"['A', 'C', 'B', 'D']"
53,good,"['C', 'A', 'B', 'D']"
54,good,"['A', 'B', 'C', 'D']"
55,good,"['A', 'C', 'D', 'B']"
56,good,"['A', 'C', 'B', 'D']"
57,good,"['A', 'B', 'C', 'D']"
58,good,"['A', 'C', 'B', 'D']"
59,good,"['A', 'C', 'D', 'B']"
60,good,"['A', 'C', 'D', 'B']"
61,good,"['A', 'C', 'D', 'B']"
62,unsolvable,"['A', 'B', 'C', 'D']"
63,good,"['A', 'B', 'C', 'D']"
64,good,"['A', 'B', 'C', 'D']"
65,good,"['A', 'C', 'B', 'D']"
66,unsolvable,"['A', 'B', 'C', 'D']"
67,unsolvable,"['A', 'B', 'C', 'D']"
68,good,"['A', 'B', 'C', 'D']"
69,good,"['A', 'C', 'B', 'D']"
70,good,"['A', 'B', 'C', 'D']"
71,good,"['A', 'C', 'B', 'D']"
72,good,"['A', 'C', 'B', 'D']"
73,good,"['A', 'B', 'C', 'D']"
74,good,"['A', 'C', 'B', 'D']"
75,good,"['A', 'C', 'B', 'D']"
76,good,"['A', 'D', 'B', 'C']"
77,good,"['A', 'B', 'C', 'D']"
78,good,"['A', 'B', 'C', 'D']"
79,good,"['A', 'C', 'B', 'D']"
80,good,"['A', 'C', 'D', 'B']"
81,good,"['A', 'C', 'D', 'B']"
82,good,"['A', 'C', 'B', 'D']"
83,unsolvable,"['A', 'B', 'C', 'D']"
84,good,"['A', 'C', 'D', 'B']"
85,good,"['A', 'C', 'D', 'B']"
86,good,"['A', 'B', 'C', 'D']"
87,good,"['A', 'C', 'D', 'B']"
88,good,"['A', 'C', 'D', 'B']"
89,good,"['A', 'D', 'C', 'B']"
90,good,"['C', 'A', 'B', 'D']"
91,good,"['A', 'B', 'C', 'D']"
92,good,"['A', 'C', 'D', 'B']"
93,good,"['A', 'B', 'C', 'D']"
94,good,"['A', 'B', 'C', 'D']"
95,good,"['A', 'C', 'B', 'D']"
96,good,"['C', 'A', 'D', 'B']"
97,unsolvable,"['A', 'B', 'C', 'D']"
98,good,"['A', 'C', 'B', 'D']"
99,good,"['A', 'C', 'B', 'D']"
