index,good/bad/unsolvable,reply
0,good,"['A', 'C', 'B', 'D']"
1,good,"['A', 'B', 'C', 'D']"
2,good,"['A', 'C', 'B', 'D']"
3,good,"['A', 'B', 'C', 'D']"
4,good,"['A', 'B', 'C', 'D']"
5,good,"['A', 'B', 'C', 'D']"
6,good,"['A', 'B', 'C', 'D']"
7,good,"['A', 'B', 'C', 'D']"
8,good,"['A', 'C', 'B', 'D']"
9,unsolvable,"['A', 'B', 'C', 'D']"
10,unsolvable,[]
11,good,"['A', 'B', 'C', 'D']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['A', 'B', 'C', 'D']"
14,good,"['A', 'B', 'C', 'D']"
15,good,"['A', 'C', 'B', 'D']"
16,good,"['A', 'C', 'D', 'B']"
17,good,"['A', 'C', 'B', 'D']"
18,unsolvable,['0']
19,good,"['A', 'B', 'C', 'D']"
20,unsolvable,['0']
21,good,"['A', 'C', 'B', 'D']"
22,good,"['A', 'C', 'B', 'D']"
23,good,"['A', 'C', 'B', 'D']"
24,unsolvable,['0']
25,good,"['A', 'B', 'C', 'D']"
26,good,"['A', 'B', 'C', 'D']"
27,unsolvable,"['A', 'B', 'C', 'D']"
28,good,"['A', 'B', 'C', 'D']"
29,unsolvable,['0']
30,good,"['A', 'B', 'C', 'D']"
31,good,"['A', 'B', 'C', 'D']"
32,good,"['A', 'B', 'C', 'D']"
33,good,"['A', 'C', 'B', 'D']"
34,good,"['A', 'B', 'C', 'D']"
35,good,"['A', 'C', 'B', 'D']"
36,good,"['A', 'B', 'C', 'D']"
37,good,"['A', 'B', 'C', 'D']"
38,good,"['A', 'B', 'C', 'D']"
39,unsolvable,['0']
40,good,"['A', 'C', 'B', 'D']"
41,good,"['A', 'B', 'C', 'D']"
42,good,"['A', 'B', 'C', 'D']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['C', 'A', 'B', 'D']"
45,good,"['A', 'C', 'B', 'D']"
46,good,"['A', 'B', 'C', 'D']"
47,unsolvable,['0']
48,good,"['A', 'C', 'B', 'D']"
49,good,"['A', 'C', 'B', 'D']"
50,good,"['A', 'C', 'B', 'D']"
51,good,"['A', 'C', 'B', 'D']"
52,unsolvable,"['A', 'B', 'C', 'D']"
53,good,"['A', 'B', 'C', 'D']"
54,good,"['A', 'B', 'C', 'D']"
55,good,"['A', 'C', 'B', 'D']"
56,good,"['A', 'B', 'C', 'D']"
57,good,"['A', 'C', 'B', 'D']"
58,good,"['A', 'B', 'C', 'D']"
59,good,"['A', 'C', 'B', 'D']"
60,good,"['A', 'C', 'B', 'D']"
61,good,"['A', 'C', 'B', 'D']"
62,unsolvable,"['A', 'B', 'C', 'D']"
63,good,"['A', 'B', 'C', 'D']"
64,good,"['A', 'C', 'B', 'D']"
65,good,"['A', 'C', 'D', 'B']"
66,unsolvable,"['A', 'B', 'C', 'D']"
67,unsolvable,"['A', 'B', 'C', 'D']"
68,good,"['A', 'B', 'C', 'D']"
69,good,"['A', 'C', 'B', 'D']"
70,good,"['A', 'B', 'C', 'D']"
71,good,"['A', 'B', 'C', 'D']"
72,good,"['A', 'C', 'B', 'D']"
73,good,"['A', 'B', 'C', 'D']"
74,good,"['A', 'B', 'C', 'D']"
75,good,"['A', 'B', 'C', 'D']"
76,good,"['A', 'D', 'B', 'C']"
77,good,"['A', 'B', 'C', 'D']"
78,good,"['A', 'B', 'C', 'D']"
79,good,"['A', 'B', 'C', 'D']"
80,good,"['A', 'B', 'C', 'D']"
81,good,"['A', 'B', 'C', 'D']"
82,good,"['A', 'B', 'C', 'D']"
83,unsolvable,"['A', 'B', 'C', 'D']"
84,good,"['A', 'D', 'C', 'B']"
85,good,"['A', 'B', 'C', 'D']"
86,good,"['A', 'B', 'C', 'D']"
87,good,"['A', 'B', 'C', 'D']"
88,good,"['A', 'B', 'C', 'D']"
89,good,"['A', 'B', 'C', 'D']"
90,good,"['A', 'C', 'B', 'D']"
91,good,"['A', 'C', 'D', 'B']"
92,good,"['A', 'B', 'C', 'D']"
93,good,"['A', 'B', 'C', 'D']"
94,good,"['A', 'B', 'C', 'D']"
95,good,"['A', 'B', 'C', 'D']"
96,good,"['A', 'C', 'B', 'D']"
97,unsolvable,['0']
98,good,"['A', 'C', 'B', 'D']"
99,good,"['A', 'B', 'C', 'D']"
