prompt_tokens,completion_tokens,input_cost,output_cost,total_cost
1542.0,378.0,0.046259999999999996,0.02268,0.06894
1542.0,466.0,0.046259999999999996,0.02796,0.07422
1542.0,379.0,0.046259999999999996,0.02274,0.06899999999999999
1542.0,363.0,0.046259999999999996,0.021779999999999997,0.06803999999999999
1542.0,456.0,0.046259999999999996,0.02736,0.07361999999999999
1542.0,386.0,0.046259999999999996,0.02316,0.06942
1542.0,556.0,0.046259999999999996,0.03336,0.07962
1542.0,409.0,0.046259999999999996,0.02454,0.0708
1542.0,357.0,0.046259999999999996,0.021419999999999998,0.06767999999999999
1542.0,295.0,0.046259999999999996,0.0177,0.06395999999999999
1542.0,332.0,0.046259999999999996,0.019919999999999997,0.06617999999999999
1542.0,321.0,0.046259999999999996,0.01926,0.06552
1542.0,367.0,0.046259999999999996,0.022019999999999998,0.06828
1542.0,410.0,0.046259999999999996,0.024599999999999997,0.07085999999999999
1542.0,399.0,0.046259999999999996,0.023939999999999996,0.07019999999999998
1542.0,397.0,0.046259999999999996,0.02382,0.07008
1542.0,503.0,0.046259999999999996,0.03018,0.07644
1542.0,421.0,0.046259999999999996,0.025259999999999998,0.07152
1542.0,247.0,0.046259999999999996,0.01482,0.061079999999999995
1542.0,453.0,0.046259999999999996,0.02718,0.07343999999999999
1542.0,386.0,0.046259999999999996,0.02316,0.06942
1542.0,424.0,0.046259999999999996,0.025439999999999997,0.07169999999999999
1542.0,387.0,0.046259999999999996,0.023219999999999998,0.06947999999999999
1542.0,321.0,0.046259999999999996,0.01926,0.06552
1542.0,440.0,0.046259999999999996,0.0264,0.07266
1542.0,366.0,0.046259999999999996,0.02196,0.06822
1542.0,330.0,0.046259999999999996,0.0198,0.06606
1542.0,448.0,0.046259999999999996,0.026879999999999998,0.07314
1542.0,430.0,0.046259999999999996,0.0258,0.07206
1542.0,127.0,0.046259999999999996,0.00762,0.05388
1542.0,326.0,0.046259999999999996,0.019559999999999998,0.06581999999999999
1542.0,402.0,0.046259999999999996,0.02412,0.07038
1542.0,367.0,0.046259999999999996,0.022019999999999998,0.06828
1542.0,420.0,0.046259999999999996,0.0252,0.07146
1542.0,424.0,0.046259999999999996,0.025439999999999997,0.07169999999999999
1542.0,488.0,0.046259999999999996,0.029279999999999997,0.07554
1542.0,259.0,0.046259999999999996,0.01554,0.061799999999999994
1542.0,315.0,0.046259999999999996,0.0189,0.06516
1542.0,375.0,0.046259999999999996,0.0225,0.06875999999999999
1542.0,384.0,0.046259999999999996,0.023039999999999998,0.0693
1542.0,325.0,0.046259999999999996,0.0195,0.06576
1542.0,470.0,0.046259999999999996,0.0282,0.07446
1542.0,300.0,0.046259999999999996,0.018,0.06426
1542.0,348.0,0.046259999999999996,0.02088,0.06713999999999999
1542.0,578.0,0.046259999999999996,0.03468,0.08094
1542.0,333.0,0.046259999999999996,0.01998,0.06624
1542.0,426.0,0.046259999999999996,0.02556,0.07182
1542.0,322.0,0.046259999999999996,0.01932,0.06558
1542.0,278.0,0.046259999999999996,0.01668,0.06294
1542.0,382.0,0.046259999999999996,0.02292,0.06917999999999999
1542.0,379.0,0.046259999999999996,0.02274,0.06899999999999999
1542.0,312.0,0.046259999999999996,0.01872,0.06498
1542.0,70.0,0.046259999999999996,0.004200000000000001,0.05046
1542.0,439.0,0.046259999999999996,0.02634,0.0726
1542.0,335.0,0.046259999999999996,0.020099999999999996,0.06635999999999999
1542.0,392.0,0.046259999999999996,0.02352,0.06978
1542.0,562.0,0.046259999999999996,0.03372,0.07998
1542.0,305.0,0.046259999999999996,0.0183,0.06455999999999999
1542.0,348.0,0.046259999999999996,0.02088,0.06713999999999999
1542.0,346.0,0.046259999999999996,0.020759999999999997,0.06702
1542.0,345.0,0.046259999999999996,0.0207,0.06695999999999999
1542.0,327.0,0.046259999999999996,0.019620000000000002,0.06588
1542.0,283.0,0.046259999999999996,0.016980000000000002,0.06323999999999999
1542.0,366.0,0.046259999999999996,0.02196,0.06822
1542.0,358.0,0.046259999999999996,0.02148,0.06774
1542.0,299.0,0.046259999999999996,0.017939999999999998,0.0642
1542.0,105.0,0.046259999999999996,0.0063,0.052559999999999996
1542.0,347.0,0.046259999999999996,0.02082,0.06708
1542.0,256.0,0.046259999999999996,0.015359999999999999,0.061619999999999994
1542.0,403.0,0.046259999999999996,0.02418,0.07044
1542.0,335.0,0.046259999999999996,0.020099999999999996,0.06635999999999999
1542.0,390.0,0.046259999999999996,0.023399999999999997,0.06966
1542.0,359.0,0.046259999999999996,0.02154,0.0678
1542.0,463.0,0.046259999999999996,0.02778,0.07404
1542.0,307.0,0.046259999999999996,0.01842,0.06467999999999999
1542.0,290.0,0.046259999999999996,0.0174,0.06366
1542.0,386.0,0.046259999999999996,0.02316,0.06942
1542.0,261.0,0.046259999999999996,0.01566,0.061919999999999996
1542.0,432.0,0.046259999999999996,0.02592,0.07218
1542.0,388.0,0.046259999999999996,0.02328,0.06953999999999999
1542.0,428.0,0.046259999999999996,0.02568,0.07194
1542.0,302.0,0.046259999999999996,0.01812,0.06437999999999999
1542.0,334.0,0.046259999999999996,0.02004,0.0663
1542.0,320.0,0.046259999999999996,0.0192,0.06545999999999999
