index,good/bad/unsolvable,reply
0,unsolvable,"['F', 'C', 'B', 'A', 'D']"
1,good,"['B', 'A', 'F', 'C', 'E']"
2,good,"['A', 'C', 'B', 'D', 'E']"
3,good,"['A', 'B', 'C', 'D', 'E']"
4,good,"['B', 'A', 'C', 'D', 'E']"
5,good,"['A', 'B', 'C', 'F', 'E']"
6,good,"['A', 'B', 'C', 'F', 'D']"
7,good,"['A', 'B', 'C', 'E', 'F']"
8,good,"['B', 'A', 'D', 'C', 'E']"
9,good,"['A', 'B', 'C', 'E', 'D']"
10,good,"['B', 'A', 'C', 'E', 'D']"
11,good,"['A', 'B', 'C', 'E', 'F']"
12,good,"['A', 'B', 'E', 'C', 'D']"
13,good,"['A', 'B', 'C', 'D', 'F']"
14,good,"['A', 'B', 'C', 'D', 'F']"
15,good,"['B', 'C', 'A', 'D', 'E']"
16,good,"['B', 'A', 'C', 'E', 'D']"
17,good,"['B', 'A', 'C', 'E', 'D']"
18,good,"['C', 'F', 'A', 'B', 'D']"
19,unsolvable,"['E', 'D', 'C', 'B', 'A']"
20,good,"['B', 'A', 'D', 'C', 'E']"
21,good,"['A', 'B', 'C', 'D', 'E']"
22,good,"['B', 'A', 'C', 'E', 'F']"
23,good,"['B', 'C', 'E', 'D', 'A']"
24,good,"['A', 'B', 'F', 'C', 'D']"
25,good,"['A', 'C', 'B', 'D', 'F']"
26,good,"['B', 'A', 'C', 'D', 'E']"
27,good,"['B', 'A', 'E', 'F', 'C']"
28,good,"['A', 'F', 'B', 'D', 'E']"
29,good,"['B', 'A', 'C', 'E', 'D']"
30,good,"['B', 'C', 'A', 'D', 'E']"
31,good,"['A', 'B', 'E', 'F', 'C']"
32,good,"['A', 'B', 'C', 'D', 'E']"
33,good,"['C', 'B', 'D', 'A', 'E']"
34,good,"['B', 'A', 'F', 'D', 'C']"
35,good,"['A', 'B', 'C', 'E', 'D']"
36,good,"['B', 'A', 'C', 'E', 'D']"
37,good,"['B', 'A', 'C', 'F', 'D']"
38,good,"['A', 'B', 'C', 'E', 'D']"
39,good,"['A', 'B', 'F', 'C', 'D']"
40,good,"['A', 'B', 'C', 'D', 'E']"
41,good,"['C', 'A', 'E', 'B', 'F']"
42,good,"['A', 'B', 'C', 'D', 'E']"
43,good,"['F', 'B', 'A', 'C', 'D']"
44,good,"['C', 'B', 'E', 'A', 'F']"
45,good,"['A', 'B', 'C', 'D', 'E']"
46,good,"['B', 'A', 'C', 'F', 'E']"
47,good,"['A', 'B', 'C', 'F', 'D']"
48,unsolvable,"['A', 'B', 'C', 'D', 'E']"
49,good,"['A', 'B', 'C', 'D', 'F']"
50,good,"['B', 'A', 'C', 'F', 'D']"
51,good,"['A', 'B', 'E', 'F', 'C']"
52,good,"['B', 'A', 'C', 'F', 'D']"
53,good,"['B', 'A', 'E', 'D', 'C']"
54,good,"['C', 'A', 'F', 'D', 'E']"
55,good,"['B', 'A', 'C', 'E', 'F']"
56,unsolvable,"['A', 'B', 'C', 'D', 'E']"
57,good,"['A', 'B', 'C', 'D', 'E']"
58,unsolvable,"['A', 'B', 'C', 'D', 'E']"
59,good,"['A', 'B', 'E', 'C', 'D']"
60,good,"['A', 'B', 'C', 'D', 'E']"
61,good,"['A', 'B', 'C', 'D', 'E']"
62,good,"['E', 'C', 'A', 'B', 'D']"
63,good,"['C', 'A', 'B', 'D', 'E']"
64,good,"['A', 'B', 'C', 'D', 'E']"
65,good,"['B', 'A', 'C', 'D', 'E']"
66,good,"['A', 'B', 'C', 'E', 'D']"
67,good,"['A', 'B', 'C', 'F', 'E']"
68,good,"['B', 'A', 'E', 'C', 'D']"
69,good,"['E', 'B', 'A', 'C', 'D']"
70,good,"['B', 'A', 'C', 'E', 'F']"
71,unsolvable,"['W', 'i', 't', 'h', 'o']"
72,good,"['A', 'B', 'C', 'F', 'D']"
73,good,"['B', 'A', 'C', 'F', 'E']"
74,good,"['B', 'F', 'E', 'A', 'C']"
75,good,"['B', 'E', 'C', 'A', 'D']"
76,good,"['B', 'A', 'C', 'E', 'D']"
77,unsolvable,"['D', 'F', 'A', 'B', 'C']"
78,good,"['A', 'B', 'C', 'D', 'E']"
79,good,"['B', 'A', 'C', 'E', 'F']"
80,good,"['B', 'A', 'C', 'E', 'D']"
81,good,"['A', 'B', 'C', 'D', 'F']"
82,good,"['B', 'D', 'E', 'A', 'F']"
83,good,"['B', 'D', 'A', 'E', 'C']"
84,good,"['B', 'A', 'C', 'E', 'F']"
85,good,"['A', 'B', 'E', 'C', 'D']"
86,good,"['E', 'B', 'A', 'C', 'D']"
87,good,"['C', 'B', 'A', 'E', 'D']"
88,good,"['B', 'A', 'C', 'E', 'D']"
89,good,"['F', 'C', 'B', 'A', 'E']"
90,good,"['A', 'B', 'C', 'E', 'F']"
91,good,"['A', 'B', 'C', 'D', 'E']"
92,good,"['A', 'B', 'C', 'D', 'E']"
93,good,"['B', 'A', 'C', 'E', 'D']"
94,good,"['B', 'C', 'A', 'D', 'E']"
95,good,"['B', 'A', 'C', 'F', 'E']"
96,good,"['A', 'C', 'B', 'E', 'F']"
97,good,"['A', 'B', 'C', 'E', 'D']"
98,good,"['B', 'C', 'A', 'F', 'E']"
99,good,"['A', 'B', 'C', 'F', 'D']"
