index,good/bad/unsolvable,reply
0,good,"['A', 'B', 'C', 'D']"
1,good,"['A', 'C', 'B', 'D']"
2,good,"['A', 'B', 'C', 'D']"
3,good,"['A', 'C', 'B', 'D']"
4,good,"['A', 'B', 'C', 'D']"
5,good,"['A', 'B', 'C', 'D']"
6,good,"['A', 'C', 'D', 'B']"
7,good,"['A', 'C', 'B', 'D']"
8,good,"['A', 'C', 'B', 'D']"
9,unsolvable,"['A', 'C', 'D', 'B']"
10,unsolvable,"['A', 'C', 'B', 'D']"
11,good,"['A', 'B', 'C', 'D']"
12,unsolvable,"['A', 'B', 'C', 'D']"
13,good,"['A', 'C', 'B', 'D']"
14,good,"['A', 'C', 'B', 'D']"
15,good,"['A', 'D', 'C', 'B']"
16,good,"['A', 'B', 'C', 'D']"
17,good,"['A', 'B', 'C', 'D']"
18,unsolvable,"['A', 'C', 'B', 'D']"
19,good,"['A', 'B', 'C', 'D']"
20,unsolvable,"['A', 'B', 'C', 'D']"
21,good,"['A', 'D', 'B', 'C']"
22,good,"['A', 'B', 'C', 'D']"
23,good,"['A', 'C', 'B', 'D']"
24,unsolvable,"['A', 'D', 'B', 'C']"
25,good,"['A', 'C', 'B', 'D']"
26,good,"['A', 'C', 'B', 'D']"
27,unsolvable,"['A', 'B', 'C', 'D']"
28,good,"['A', 'B', 'D', 'C']"
29,unsolvable,"['A', 'C', 'B', 'D']"
30,good,"['A', 'B', 'C', 'D']"
31,good,"['A', 'C', 'B', 'D']"
32,good,"['A', 'C', 'B', 'D']"
33,good,"['A', 'C', 'B', 'D']"
34,good,"['A', 'B', 'C', 'D']"
35,good,"['A', 'C', 'D', 'B']"
36,good,"['A', 'B', 'C', 'D']"
37,good,"['A', 'B', 'C', 'D']"
38,good,"['A', 'B', 'C', 'D']"
39,unsolvable,"['A', 'B', 'C', 'D']"
40,good,"['A', 'C', 'D', 'B']"
41,good,"['A', 'B', 'C', 'D']"
42,good,"['A', 'B', 'C', 'D']"
43,good,"['A', 'B', 'C', 'D']"
44,good,"['A', 'B', 'C', 'D']"
45,good,"['A', 'C', 'B', 'D']"
46,good,"['A', 'C', 'B', 'D']"
47,unsolvable,"['A', 'B', 'C', 'D']"
48,good,"['A', 'B', 'C', 'D']"
49,good,"['A', 'B', 'C', 'D']"
50,good,"['A', 'C', 'B', 'D']"
51,good,"['A', 'B', 'C', 'D']"
52,unsolvable,"['A', 'C', 'B', 'D']"
53,good,"['A', 'C', 'B', 'D']"
54,good,"['A', 'B', 'C', 'D']"
55,good,"['A', 'C', 'B', 'D']"
56,good,"['A', 'C', 'B', 'D']"
57,good,"['A', 'B', 'C', 'D']"
58,good,"['A', 'C', 'B', 'D']"
59,good,"['A', 'C', 'B', 'D']"
60,good,"['A', 'B', 'C', 'D']"
61,good,"['A', 'C', 'D', 'B']"
62,unsolvable,"['A', 'B', 'C', 'D']"
63,good,"['A', 'B', 'C', 'D']"
64,good,"['A', 'B', 'C', 'D']"
65,good,"['A', 'C', 'B', 'D']"
66,unsolvable,"['A', 'B', 'C', 'D']"
67,unsolvable,"['A', 'C', 'B', 'D']"
68,good,"['A', 'B', 'C', 'D']"
69,good,"['A', 'B', 'C', 'D']"
70,good,"['A', 'C', 'B', 'D']"
71,good,"['A', 'B', 'C', 'D']"
72,good,"['A', 'C', 'B', 'D']"
73,good,"['A', 'C', 'B', 'D']"
74,good,"['A', 'B', 'C', 'D']"
75,good,"['A', 'B', 'C', 'D']"
76,good,"['A', 'B', 'C', 'D']"
77,good,"['A', 'C', 'D', 'B']"
78,good,"['A', 'B', 'C', 'D']"
79,good,"['A', 'B', 'C', 'D']"
80,good,"['A', 'B', 'C', 'D']"
81,good,"['A', 'D', 'C', 'B']"
82,good,"['A', 'B', 'D', 'C']"
83,unsolvable,"['A', 'C', 'B', 'D']"
84,good,"['A', 'B', 'C', 'D']"
85,good,"['A', 'B', 'C', 'D']"
86,good,"['A', 'B', 'C', 'D']"
87,good,"['A', 'C', 'D', 'B']"
88,good,"['A', 'B', 'C', 'D']"
89,good,"['A', 'C', 'B', 'D']"
90,good,"['A', 'B', 'C', 'D']"
91,good,"['A', 'B', 'C', 'D']"
92,good,"['A', 'C', 'B', 'D']"
93,good,"['A', 'C', 'D', 'B']"
94,good,"['A', 'B', 'C', 'D']"
95,good,"['A', 'C', 'B', 'D']"
96,good,"['A', 'C', 'B', 'D']"
97,unsolvable,"['A', 'C', 'B', 'D']"
98,good,"['A', 'B', 'C', 'D']"
99,good,"['A', 'C', 'B', 'D']"
