index,good/bad/unsolvable,reply
0,good,"['A', 'F', 'B', 'E', 'D']"
1,good,"['A', 'B', 'C', 'D', 'E']"
2,good,"['F', 'B', 'E', 'C', 'A']"
3,good,"['A', 'D', 'G', 'I', 'J']"
4,good,"['B', 'F', 'H', 'J', 'E']"
5,good,"['A', 'F', 'B', 'G', 'H']"
6,good,"['A', 'B', 'D', 'H', 'J']"
7,good,"['A', 'D', 'B', 'E', 'F']"
8,good,"['A', 'F', 'B', 'C', 'D']"
9,good,"['A', 'B', 'E', 'F', 'H']"
10,good,"['B', 'E', 'F', 'I', 'J']"
11,good,"['A', 'B', 'E', 'F', 'I']"
12,good,"['A', 'F', 'B', 'E', 'J']"
13,good,"['A', 'B', 'E', 'H', 'F']"
14,good,"['A', 'C', 'B', 'D', 'E']"
15,good,"['A', 'B', 'E', 'F', 'H']"
16,bad,"['U', 'n', 'a', 'b', 'l']"
17,good,"['A', 'F', 'H', 'E', 'J']"
18,good,"['A', 'B', 'F', 'H', 'I']"
19,good,"['A', 'B', 'E', 'F', 'I']"
20,good,"['A', 'D', 'B', 'C', 'E']"
21,good,"['A', 'F', 'B', 'E', 'D']"
22,good,"['A', 'B', 'E', 'F', 'D']"
23,good,"['A', 'C', 'D', 'G', 'I']"
24,good,"['A', 'B', 'E', 'F', 'J']"
25,good,"['A', 'G', 'F', 'E', 'D']"
26,good,"['A', 'B', 'F', 'H', 'I']"
27,good,"['A', 'F', 'C', 'D', 'E']"
28,good,"['A', 'B', 'F', 'H', 'E']"
29,bad,"['T', 'h', 'e', 'r', 'e']"
30,bad,"['A', '0', '2', '4', '2']"
31,good,"['A', 'B', 'F', 'H', 'I']"
32,bad,"['T', 'h', 'e', 'r', 'e']"
33,good,"['A', 'C', 'E', 'G', 'I']"
34,good,"['A', 'B', 'F', 'H', 'I']"
35,good,"['A', 'D', 'G', 'I', 'J']"
36,good,"['E', 'F', 'H', 'I', 'J']"
37,good,"['A', 'C', 'G', 'D', 'I']"
38,good,"['A', 'D', 'G', 'I', 'E']"
39,good,"['A', 'B', 'C', 'D', 'E']"
40,good,"['A', 'F', 'B', 'E', 'H']"
41,good,"['A', 'D', 'B', 'C', 'F']"
42,good,"['A', 'B', 'C', 'D', 'E']"
43,good,"['A', 'B', 'E', 'F', 'G']"
44,good,"['A', 'F', 'B', 'H', 'E']"
45,good,"['A', 'F', 'B', 'H', 'E']"
46,bad,"['T', 'h', 'e', 'r', 'e']"
47,good,"['A', 'B', 'E', 'H', 'F']"
48,good,"['A', 'B', 'F', 'H', 'E']"
49,good,"['A', 'E', 'F', 'B', 'C']"
50,good,"['A', 'D', 'G', 'B', 'F']"
51,good,"['A', 'B', 'C', 'D', 'E']"
52,good,"['A', 'B', 'F', 'H', 'J']"
53,good,"['A', 'B', 'E', 'F', 'G']"
54,good,"['A', 'C', 'D', 'F', 'G']"
55,good,"['A', 'F', 'E', 'B', 'H']"
56,good,"['A', 'C', 'G', 'I', 'B']"
57,good,"['A', 'B', 'D', 'F', 'G']"
58,good,"['A', 'F', 'B', 'J', 'E']"
59,good,"['A', 'D', 'G', 'I', 'J']"
60,good,"['A', 'F', 'G', 'I', 'J']"
61,good,"['A', 'G', 'B', 'E', 'F']"
62,good,"['A', 'B', 'C', 'D', 'E']"
63,good,"['A', 'D', 'G', 'F', 'B']"
64,bad,"['U', 'n', 'a', 'b', 'l']"
65,good,"['A', 'D', 'B', 'C', 'E']"
66,good,"['B', 'E', 'F', 'H', 'I']"
67,bad,"['B', 'a', 's', 'e', 'd']"
68,unsolvable,"['U', 'n', 'a', 'b', 'l']"
69,bad,"['U', 'n', 'a', 'b', 'l']"
70,bad,"['T', 'h', 'e', 'r', 'e']"
71,good,"['F', 'B', 'A', 'H', 'J']"
72,good,"['A', 'B', 'E', 'F', 'I']"
73,good,"['A', 'B', 'C', 'D', 'E']"
74,good,"['A', 'B', 'D', 'F', 'G']"
75,unsolvable,"['A', 'B', 'C', 'D', 'E']"
76,good,"['A', 'D', 'E', 'G', 'I']"
77,good,"['A', 'B', 'E', 'F', 'G']"
78,bad,"['U', 'n', 'a', 'b', 'l']"
79,good,"['A', 'F', 'B', 'D', 'G']"
80,good,"['A', 'D', 'B', 'C', 'E']"
81,good,"['A', 'F', 'B', 'E', 'H']"
82,good,"['A', 'B', 'D', 'F', 'H']"
83,good,"['A', 'B', 'F', 'I', 'J']"
84,bad,['I']
85,good,"['A', 'B', 'F', 'G', 'H']"
86,bad,"['T', 'h', 'e', 'r', 'e']"
87,good,"['A', 'B', 'D', 'F', 'G']"
88,good,"['A', 'I', 'B', 'C', 'D']"
89,good,"['A', 'C', 'D', 'F', 'G']"
90,good,"['A', 'D', 'B', 'E', 'F']"
91,bad,"['U', 'n', 'a', 'b', 'l']"
92,good,"['A', 'B', 'C', 'D', 'E']"
93,good,"['A', 'D', 'F', 'G', 'I']"
94,bad,"['T', 'h', 'e', 'r', 'e']"
95,good,"['B', 'F', 'H', 'J', 'E']"
96,good,"['A', 'B', 'F', 'G', 'H']"
97,good,"['A', 'B', 'D', 'E', 'F']"
98,good,"['A', 'B', 'H', 'F', 'G']"
99,good,"['A', 'B', 'C', 'D', 'E']"
