index,good/bad/unsolvable,reply
0,good,"['D', 'A', 'C', 'F', 'B']"
1,good,"['D', 'C', 'A', 'B', 'F']"
2,good,"['D', 'A', 'F', 'C', 'G']"
3,good,"['D', 'A', 'C', 'B', 'F']"
4,good,"['D', 'C', 'F', 'B', 'J']"
5,good,"['D', 'C', 'B', 'F', 'J']"
6,good,"['D', 'C', 'G', 'B', 'A']"
7,good,"['D', 'C', 'G', 'A', 'E']"
8,good,"['D', 'A', 'C', 'F', 'B']"
9,good,"['D', 'C', 'A', 'F', 'B']"
10,good,"['D', 'C', 'F', 'B', 'A']"
11,good,"['D', 'A', 'B', 'C', 'M']"
12,good,"['D', 'A', 'B', 'C', 'E']"
13,good,"['D', 'C', 'B', 'A', 'M']"
14,bad,"['W', 'i', 't', 'h', 'o']"
15,good,"['D', 'C', 'A', 'G', 'B']"
16,good,"['D', 'C', 'F', 'B', 'A']"
17,good,"['D', 'C', 'B', 'A', 'E']"
18,good,"['D', 'C', 'A', 'B', 'F']"
19,good,"['D', 'A', 'C', 'E', 'F']"
20,good,"['D', 'C', 'B', 'A', 'F']"
21,good,"['D', 'C', 'B', 'A', 'F']"
22,good,"['D', 'G', 'A', 'E', 'F']"
23,good,"['D', 'C', 'F', 'B', 'G']"
24,good,"['D', 'C', 'B', 'A', 'F']"
25,good,"['D', 'F', 'B', 'E', 'A']"
26,good,"['D', 'C', 'A', 'F', 'G']"
27,good,"['D', 'A', 'C', 'B', 'E']"
28,good,"['D', 'C', 'A', 'F', 'B']"
29,good,"['D', 'F', 'B', 'A', 'C']"
30,bad,"['G', 'i', 'v', 'e', 'n']"
31,good,"['D', 'F', 'C', 'B', 'G']"
32,good,"['D', 'F', 'C', 'A', 'B']"
33,good,"['D', 'A', 'B', 'C', 'E']"
34,good,"['D', 'A', 'C', 'B', 'G']"
35,good,"['D', 'A', 'F', 'C', 'B']"
36,good,"['D', 'A', 'C', 'E', 'F']"
37,good,"['B', 'D', 'A', 'K', 'M']"
38,bad,"['B', 'a', 's', 'e', 'd']"
39,good,"['D', 'J', 'B', 'F', 'A']"
40,good,"['D', 'C', 'A', 'E', 'F']"
41,good,"['D', 'A', 'B', 'C', 'F']"
42,good,"['D', 'C', 'A', 'E', 'G']"
43,good,"['D', 'A', 'B', 'G', 'F']"
44,good,"['D', 'A', 'F', 'I', 'G']"
45,good,"['D', 'C', 'A', 'B', 'E']"
46,bad,"['t', 'h', 'e', 'm', 'o']"
47,good,"['B', 'D', 'I', 'F', 'A']"
48,good,"['D', 'F', 'A', 'G', 'B']"
49,good,"['D', 'C', 'A', 'B', 'G']"
50,good,"['D', 'A', 'C', 'F', 'G']"
51,good,"['D', 'A', 'B', 'C', 'E']"
52,good,"['D', 'C', 'A', 'B', 'M']"
53,good,"['D', 'A', 'G', 'B', 'C']"
54,good,"['D', 'C', 'A', 'B', 'E']"
55,good,"['D', 'C', 'B', 'A', 'E']"
56,good,"['D', 'A', 'B', 'H', 'C']"
57,good,"['D', 'A', 'B', 'F', 'E']"
58,good,"['D', 'G', 'A', 'I', 'B']"
59,good,"['D', 'F', 'B', 'E', 'C']"
60,good,"['D', 'C', 'A', 'F', 'B']"
61,good,"['D', 'C', 'B', 'F', 'A']"
62,good,"['D', 'C', 'A', 'B', 'F']"
63,good,"['D', 'C', 'B', 'F', 'E']"
64,good,"['D', 'C', 'B', 'F', 'A']"
65,good,"['D', 'F', 'A', 'I', 'B']"
66,good,"['D', 'A', 'C', 'F', 'B']"
67,good,"['D', 'A', 'B', 'F', 'E']"
68,good,"['D', 'C', 'A', 'B', 'E']"
69,good,"['D', 'A', 'B', 'E', 'F']"
70,good,"['D', 'C', 'A', 'B', 'E']"
71,good,"['D', 'A', 'B', 'G', 'F']"
72,good,"['D', 'C', 'B', 'F', 'A']"
73,good,"['D', 'A', 'B', 'F', 'M']"
74,good,"['D', 'C', 'A', 'F', 'G']"
75,good,"['D', 'A', 'C', 'F', 'I']"
76,good,"['D', 'A', 'C', 'B', 'J']"
77,good,"['D', 'B', 'A', 'F', 'E']"
78,good,"['D', 'C', 'B', 'F', 'M']"
79,good,"['D', 'C', 'A', 'B', 'F']"
80,good,"['D', 'C', 'A', 'F', 'B']"
81,good,"['D', 'C', 'A', 'G', 'B']"
82,good,"['D', 'C', 'B', 'A', 'F']"
83,good,"['D', 'A', 'C', 'F', 'H']"
84,good,"['D', 'A', 'C', 'B', 'F']"
85,good,"['D', 'C', 'A', 'I', 'F']"
86,unsolvable,"['B', 'a', 's', 'e', 'd']"
87,good,"['D', 'G', 'A', 'F', 'E']"
88,good,"['D', 'A', 'C', 'M', 'B']"
89,good,"['D', 'A', 'B', 'C', 'M']"
90,good,"['D', 'C', 'A', 'F', 'B']"
91,good,"['D', 'A', 'B', 'C', 'E']"
92,good,"['D', 'A', 'C', 'F', 'B']"
93,good,"['D', 'I', 'C', 'B', 'A']"
94,good,"['D', 'A', 'C', 'B', 'F']"
95,good,"['D', 'E', 'B', 'G', 'F']"
96,good,"['D', 'C', 'A', 'F', 'G']"
97,bad,"['W', 'i', 't', 'h', 'o']"
98,good,"['D', 'A', 'G', 'B', 'M']"
99,good,"['D', 'C', 'A', 'F', 'B']"
