index,good/bad/unsolvable,reply
0,good,"['D', 'A', 'F', 'B', 'C']"
1,good,"['D', 'A', 'C', 'F', 'I']"
2,good,"['D', 'G', 'A', 'I', 'E']"
3,good,"['D', 'A', 'C', 'E', 'F']"
4,good,"['D', 'A', 'F', 'J', 'B']"
5,good,"['A', 'B', 'C', 'D', 'M']"
6,bad,"['U', 'n', 'a', 'b', 'l']"
7,good,"['D', 'C', 'A', 'M', 'E']"
8,good,"['D', 'A', 'C', 'G', 'H']"
9,good,"['D', 'A', 'E', 'F', 'G']"
10,bad,"['U', 'n', 'a', 'b', 'l']"
11,good,"['D', 'A', 'M', 'B', 'I']"
12,good,"['D', 'A', 'B', 'F', 'E']"
13,good,"['A', 'B', 'C', 'D', 'E']"
14,good,"['A', 'B', 'C', 'D', 'E']"
15,good,"['D', 'A', 'C', 'G', 'E']"
16,good,"['D', 'A', 'F', 'C', 'E']"
17,good,"['D', 'E', 'C', 'B', 'A']"
18,good,"['D', 'C', 'F', 'E', 'B']"
19,bad,[]
20,good,"['D', 'C', 'B', 'E', 'F']"
21,good,"['A', 'B', 'D', 'E', 'F']"
22,bad,[]
23,good,"['D', 'B', 'C', 'F', 'G']"
24,good,"['D', 'A', 'B', 'F', 'M']"
25,good,"['D', 'F', 'H', 'J', 'K']"
26,good,"['D', 'A', 'C', 'B', 'E']"
27,good,"['D', 'A', 'C', 'G', 'I']"
28,good,"['D', 'A', 'C', 'E', 'F']"
29,good,"['D', 'F', 'A', 'B', 'M']"
30,good,"['F', 'D', 'E', 'G', 'I']"
31,good,"['D', 'F', 'J', 'G', 'B']"
32,good,"['D', 'F', 'B', 'C', 'E']"
33,good,"['A', 'D', 'B', 'I', 'K']"
34,good,"['A', 'D', 'B', 'C', 'E']"
35,bad,"['U', 'n', 'a', 'b', 'l']"
36,good,"['A', 'B', 'C', 'D', 'E']"
37,good,"['A', 'D', 'E', 'F', 'M']"
38,good,"['A', 'D', 'F', 'G', 'H']"
39,good,"['D', 'A', 'B', 'F', 'J']"
40,good,"['A', 'B', 'C', 'D', 'E']"
41,good,"['A', 'B', 'C', 'D', 'E']"
42,good,"['A', 'D', 'C', 'E', 'I']"
43,good,"['A', 'D', 'B', 'F', 'G']"
44,good,"['A', 'D', 'F', 'G', 'I']"
45,good,"['A', 'D', 'C', 'E', 'B']"
46,good,"['D', 'C', 'G', 'B', 'A']"
47,good,"['D', 'B', 'A', 'C', 'E']"
48,good,"['D', 'F', 'G', 'H', 'I']"
49,good,"['D', 'A', 'C', 'F', 'G']"
50,good,"['A', 'D', 'F', 'G', 'L']"
51,good,"['D', 'A', 'B', 'E', 'F']"
52,good,"['D', 'A', 'B', 'C', 'F']"
53,good,"['D', 'E', 'F', 'G', 'I']"
54,bad,"['B', 'a', 's', 'e', 'd']"
55,good,"['D', 'E', 'F', 'H', 'I']"
56,good,"['D', 'A', 'C', 'G', 'M']"
57,good,"['D', 'E', 'F', 'H', 'I']"
58,good,"['D', 'A', 'G', 'I', 'B']"
59,good,"['D', 'F', 'B', 'E', 'K']"
60,bad,"['U', 'n', 'a', 'b', 'l']"
61,good,"['D', 'A', 'F', 'B', 'E']"
62,good,"['D', 'A', 'C', 'B', 'M']"
63,bad,"['T', 'h', 'e', 'r', 'e']"
64,good,"['D', 'C', 'E', 'F', 'I']"
65,bad,"['B', 'a', 's', 'e', 'd']"
66,bad,"['B', 'a', 's', 'e', 'd']"
67,good,"['D', 'A', 'E', 'F', 'I']"
68,bad,"['U', 'n', 'a', 'b', 'l']"
69,good,"['A', 'D', 'E', 'F', 'G']"
70,good,"['D', 'A', 'B', 'E', 'C']"
71,good,"['A', 'D', 'F', 'G', 'L']"
72,good,"['D', 'B', 'C', 'A', 'F']"
73,good,"['D', 'A', 'B', 'H', 'M']"
74,good,"['D', 'A', 'F', 'I', 'B']"
75,good,"['D', 'A', 'C', 'F', 'I']"
76,good,"['A', 'D', 'F', 'H', 'J']"
77,good,"['A', 'B', 'C', 'D', 'E']"
78,good,"['D', 'F', 'I', 'K', 'M']"
79,bad,"['B', 'a', 's', 'e', 'd']"
80,good,"['A', 'D', 'F', 'C', 'M']"
81,good,"['A', 'D', 'C', 'G', 'B']"
82,good,"['D', 'A', 'F', 'B', 'C']"
83,good,"['D', 'A', 'F', 'H', 'M']"
84,good,"['A', 'D', 'B', 'C', 'M']"
85,good,"['D', 'C', 'I', 'F', 'G']"
86,unsolvable,"['A', 'B', 'C', 'D', 'E']"
87,good,"['D', 'G', 'I', 'K', 'M']"
88,good,"['D', 'A', 'M', 'F', 'E']"
89,good,"['D', 'A', 'B', 'C', 'E']"
90,good,"['A', 'D', 'C', 'G', 'F']"
91,bad,"['U', 'n', 'a', 'b', 'l']"
92,good,"['A', 'D', 'E', 'F', 'M']"
93,good,"['A', 'D', 'I', 'J', 'K']"
94,good,"['D', 'A', 'F', 'B', 'I']"
95,good,"['D', 'E', 'F', 'G', 'H']"
96,good,"['D', 'A', 'C', 'F', 'G']"
97,good,"['A', 'D', 'E', 'K', 'M']"
98,good,"['A', 'D', 'E', 'F', 'G']"
99,bad,[]
